DayAheadForecast,WeekAheadForecast,MonitoredCapacity,LoadFactor,MostRecentForecast
1771.3,2016.85,3369.05,39.6,1523.69
1691.08,1961.08,3369.05,37.2,1447.77
1612.41,1895.85,3369.05,33.1,1370.7
1536.89,1823.45,3369.05,30.75,1302.88
1466.2,1745.64,3369.05,31.38,1095.87
1392.6,1657.48,3369.05,29.05,1025.83
1314.35,1562.54,3369.05,26.13,956.96
1232.93,1467.11,3369.05,25.3,892.68
1145.55,1370.56,3369.05,21.78,824.38
1056.45,1268.68,3369.05,18.98,759.07
965.16,1163.66,3369.05,16.86,691.8
874.59,1053.73,3369.05,14.65,627.57
781.59,935.79,3369.05,12.65,564.19
692.05,813.76,3369.05,10.75,505.66
610.16,697.37,3369.05,9.61,446.42
526.85,588.59,3369.05,8.57,390.22
440.65,490.86,3369.05,7.22,336.52
362.26,395.34,3369.05,5.91,286.0
293.61,305.53,3369.05,4.77,241.46
234.93,236.71,3369.05,3.9,201.94
187.97,186.63,3369.05,3.2,166.27
143.88,147.17,3369.05,2.82,126.38
99.29,105.16,3369.05,2.24,87.12
62.41,68.78,3369.05,1.54,54.61
33.47,38.76,3369.05,0.81,29.12
10.66,13.03,3369.05,0.29,9.44
0.61,0.77,3369.05,0.06,0.63
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.05,0.07,3369.05,,
7.42,8.19,3369.05,,
27.72,29.31,3369.05,,
55.72,57.85,3369.05,,
90.68,92.37,3369.05,,
133.28,134.08,3369.05,,
176.59,179.64,3369.05,,
222.29,225.0,3369.05,,
274.01,278.71,3369.05,,
335.68,342.15,3369.05,,
400.5,415.98,3369.05,,
466.16,492.8,3369.05,,
532.62,575.13,3369.05,,
600.99,664.63,3369.05,,
665.3,754.79,3369.05,,
760.43,843.68,3369.05,,
862.99,932.55,3369.05,,
949.39,1015.87,3369.05,,
1034.44,1099.95,3369.05,,
1096.66,1182.77,3369.05,,
1155.37,1260.15,3369.05,,
1230.71,1332.64,3369.05,,
1303.0,1400.84,3369.05,,
1308.08,1468.57,3369.05,,
1306.71,1532.71,3369.05,,
1316.01,1590.95,3369.05,,
1317.57,1643.63,3369.05,,
1331.21,1689.35,3369.05,,
1338.97,1728.36,3369.05,,
1349.43,1761.2,3369.05,,
1354.98,1789.16,3369.05,,
1363.26,1811.11,3369.05,,
1363.54,1826.77,3369.05,,
1336.93,1836.06,3369.05,,
1307.11,1838.81,3369.05,,
1285.61,1834.84,3369.05,,
1261.74,1824.45,3369.05,,
1226.48,1807.67,3369.05,,
1187.89,1783.52,3369.05,,
1151.53,1751.96,3369.05,,
1115.23,1710.27,3369.05,,
1083.94,1659.39,3369.05,,
1049.7,1603.4,3369.05,,
1018.41,1539.11,3369.05,,
981.48,1464.57,3369.05,,
946.06,1382.52,3369.05,,
906.26,1296.03,3369.05,,
890.19,1203.94,3369.05,,
866.59,1103.27,3369.05,,
803.27,998.41,3369.05,,
738.36,890.0,3369.05,,
672.23,781.45,3369.05,,
602.61,678.0,3369.05,,
526.32,576.97,3369.05,,
452.15,483.89,3369.05,,
383.89,395.49,3369.05,,
319.28,311.63,3369.05,,
262.11,246.65,3369.05,,
210.88,197.87,3369.05,,
160.95,156.58,3369.05,,
110.04,111.26,3369.05,,
68.17,71.9,3369.05,,
36.44,40.36,3369.05,,
12.04,14.11,3369.05,,
0.92,1.14,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
0.0,0.0,3369.05,,
