0
71.6
60.94
47.21
36.25
34.75
34.85
37.32
43.39
46.13
51.86
55.7
61.4
63.51
62.78
61.4
61.4
52.86
76.83
90.91
88.86
77.44
63.28
70.82
68.54
68.99
61.4
55.68
46.5
46.5
51.9
64.68
69.87
68.71
80.83
80.2
83.53
72.64
65.4
67.25
68.07
69.41
78.82
90.56
92.52
93.49
75.72
78.57
72.52
68.43
54.3
51.3
46.1
46.03
49.5
62.23
68.62
70.1
74.9
71.2
75.03
79.48
80.68
80.08
84.54
89.77
95.8
114.43
97.82
93.86
85.72
88.0
74.46
71.25
58.12
60.84
51.78
47.8
53.29
60.55
71.57
76.55
70.92
68.16
66.03
64.2
64.18
65.9
70.1
73.98
83.47
80.13
75.72
68.88
63.0
65.9
65.74
62.76
53.28
51.27
50.29
51.03
53.17
65.05
73.16
74.44
73.27
70.0
68.4
67.19
67.51
68.43
73.1
74.47
79.7
83.79
83.31
83.18
82.43
79.86
80.13
67.3
64.91
60.21
55.4
53.3
61.94
66.4
80.35
85.94
90.52
81.02
76.47
71.86
68.75
67.0
68.12
69.97
85.14
97.57
86.95
86.62
78.08
77.56
74.79
86.16
62.78
69.96
52.16
55.5
48.66
53.0
53.0
63.09
80.54
78.97
71.32
70.11
56.6
53.75
56.88
61.52
69.27
74.66
79.42
59.07
53.65
66.24
53.56
