DayAheadForecast,WeekAheadForecast,MonitoredCapacity,LoadFactor,MostRecentForecast
1892.88,1802.87,3369.05,38.32,1225.88
1857.26,1770.23,3369.05,36.88,1227.93
1815.38,1732.47,3369.05,38.51,1223.73
1772.5,1687.67,3369.05,37.28,1215.35
1730.35,1636.3,3369.05,35.98,1205.51
1679.88,1571.51,3369.05,35.88,1229.62
1618.68,1504.67,3369.05,33.51,1208.15
1551.53,1430.47,3369.05,31.5,1180.05
1482.06,1352.6,3369.05,31.92,1147.23
1404.73,1275.7,3369.05,32.35,1108.86
1318.55,1187.85,3369.05,29.75,1061.18
1224.9,1090.24,3369.05,30.29,1006.28
1118.76,988.45,3369.05,28.78,939.82
999.33,884.88,3369.05,26.68,858.83
877.8,788.11,3369.05,24.15,765.21
754.87,687.48,3369.05,22.44,668.34
636.49,591.74,3369.05,18.93,571.92
527.28,505.22,3369.05,16.88,479.61
423.44,416.91,3369.05,13.06,389.89
324.11,332.38,3369.05,9.68,303.59
232.91,255.65,3369.05,7.32,222.65
160.94,187.52,3369.05,5.15,156.44
111.67,128.74,3369.05,3.17,108.21
72.83,79.83,3369.05,1.8,69.97
38.96,40.04,3369.05,0.82,37.13
11.22,10.96,3369.05,0.23,10.61
0.15,0.14,3369.05,0.0,0.15
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
3.14,4.63,3369.05,0.0,3.44
18.82,26.44,3369.05,0.68,20.38
47.0,61.72,3369.05,1.74,50.3
82.71,103.19,3369.05,3.32,88.37
128.29,153.65,3369.05,4.83,137.53
184.63,216.66,3369.05,6.08,197.65
248.45,298.32,3369.05,7.94,263.53
309.92,385.71,3369.05,9.63,351.55
373.0,482.99,3369.05,10.57,411.78
436.12,578.25,3369.05,12.27,469.5
496.07,684.72,3369.05,12.27,525.99
557.2,796.43,3369.05,9.95,582.45
620.63,907.91,3369.05,9.02,637.98
679.41,1029.55,3369.05,9.78,692.01
729.77,1149.51,3369.05,11.08,743.4
774.41,1256.94,3369.05,13.08,791.47
815.52,1349.64,3369.05,16.4,836.18
847.29,1445.83,3369.05,23.58,872.32
871.02,1538.65,3369.05,29.38,900.5
892.02,1628.7,3369.05,27.95,600.07
910.59,1700.95,3369.05,28.44,606.59
923.62,1767.65,3369.05,26.6,606.63
931.14,1828.14,3369.05,21.93,601.01
936.43,1877.71,3369.05,15.19,593.08
936.54,1920.34,3369.05,9.98,580.05
928.7,1958.45,3369.05,9.42,563.35
917.63,1992.58,3369.05,10.01,546.14
902.82,2020.38,3369.05,11.65,528.42
870.35,2041.8,3369.05,11.56,518.18
823.08,2056.8,3369.05,9.27,517.4
776.46,2065.6,3369.05,8.7,518.26
729.88,2066.75,3369.05,8.96,406.49
685.68,2061.41,3369.05,9.94,418.37
644.88,2049.36,3369.05,14.0,436.16
602.64,2030.35,3369.05,17.78,455.49
562.47,2004.4,3369.05,20.98,471.45
529.5,1971.56,3369.05,21.85,476.94
506.76,1936.32,3369.05,23.01,477.53
488.88,1893.85,3369.05,22.29,483.21
470.21,1836.92,3369.05,23.09,713.51
448.48,1771.24,3369.05,23.43,699.88
427.31,1702.59,3369.05,23.25,675.71
407.56,1619.2,3369.05,18.74,648.18
386.94,1519.73,3369.05,16.4,618.92
366.43,1407.06,3369.05,15.1,591.69
345.28,1294.53,3369.05,16.0,564.44
321.73,1176.73,3369.05,17.37,532.71
297.73,1037.43,3369.05,12.3,496.4
273.83,898.31,3369.05,12.08,456.39
250.39,770.15,3369.05,9.54,412.4
226.1,643.76,3369.05,7.97,364.87
199.46,533.02,3369.05,6.84,313.64
168.32,426.69,3369.05,5.24,261.76
133.25,325.71,3369.05,4.82,212.32
99.1,234.0,3369.05,3.4,164.9
69.89,165.08,3369.05,1.94,117.52
46.71,114.48,3369.05,1.06,76.38
28.39,73.05,3369.05,0.42,44.62
13.36,37.17,3369.05,0.11,20.09
3.25,9.76,3369.05,0.01,4.53
0.0,0.02,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
3.72,2.96,3369.05,0.0,3.69
25.37,20.74,3369.05,0.39,25.01
59.39,51.07,3369.05,1.43,58.6
92.48,86.64,3369.05,2.79,92.33
131.11,131.11,3369.05,4.6,132.74
192.92,188.82,3369.05,7.13,196.44
288.9,265.0,3369.05,10.19,293.52
400.11,344.51,3369.05,13.81,429.95
524.35,432.02,3369.05,17.86,553.52
659.02,518.79,3369.05,22.27,686.3
807.61,615.53,3369.05,26.15,830.29
958.07,709.07,3369.05,30.24,979.16
1101.31,804.07,3369.05,35.35,1119.66
1239.37,896.63,3369.05,38.94,1255.92
1361.2,979.91,3369.05,42.28,1379.22
1459.48,1055.12,3369.05,45.8,1481.11
1550.43,1125.89,3369.05,48.81,1578.48
1632.03,1193.11,3369.05,50.35,1664.4
1687.97,1254.87,3369.05,51.9,1721.95
1736.0,1308.34,3369.05,53.04,1914.65
1779.64,1350.43,3369.05,54.25,1929.19
1813.03,1381.43,3369.05,55.8,1935.8
1825.04,1400.68,3369.05,52.3,1946.56
1829.23,1412.0,3369.05,50.01,1947.08
1835.98,1417.5,3369.05,49.48,1956.84
1840.45,1417.53,3369.05,52.61,1961.89
1850.98,1412.47,3369.05,55.31,1964.69
1856.11,1402.62,3369.05,52.94,1959.66
1861.99,1388.08,3369.05,50.24,1961.89
1863.47,1369.36,3369.05,48.0,1958.94
1858.71,1347.57,3369.05,50.56,1947.4
1847.98,1322.17,3369.05,54.01,1676.9
1832.1,1293.51,3369.05,54.38,1672.94
1811.14,1259.31,3369.05,59.01,1661.88
1784.21,1221.97,3369.05,56.64,1642.24
1749.08,1180.24,3369.05,52.4,1617.11
1703.89,1133.66,3369.05,54.31,1586.39
1659.08,1090.61,3369.05,50.4,1549.48
1610.51,1050.7,3369.05,50.71,1508.4
1553.33,1007.26,3369.05,49.02,1620.52
1488.04,961.33,3369.05,48.45,1554.15
1412.56,912.87,3369.05,45.68,1478.58
1328.43,862.55,3369.05,42.38,1375.46
1237.57,812.57,3369.05,38.09,1271.15
1144.2,761.1,3369.05,34.13,1159.87
1046.59,708.24,3369.05,31.08,1048.12
946.64,653.38,3369.05,26.29,936.25
846.09,600.26,3369.05,22.79,823.62
739.81,546.88,3369.05,18.65,718.69
637.14,493.86,3369.05,16.3,620.0
545.01,437.72,3369.05,13.21,523.96
457.88,379.76,3369.05,10.45,434.91
373.59,321.77,3369.05,7.71,347.92
293.33,262.54,3369.05,5.4,268.84
218.18,200.6,3369.05,3.84,194.9
153.83,140.88,3369.05,2.44,135.45
102.34,89.8,3369.05,1.33,91.11
61.26,50.85,3369.05,0.61,56.08
27.27,21.66,3369.05,0.17,25.52
5.52,4.48,3369.05,0.02,5.34
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
2.39,2.43,3369.05,0.0,2.41
22.48,22.15,3369.05,0.35,22.37
56.81,56.36,3369.05,1.36,56.01
91.28,93.66,3369.05,2.7,89.33
130.52,137.26,3369.05,4.54,127.81
190.47,198.06,3369.05,7.07,188.58
284.9,287.26,3369.05,9.97,285.98
395.23,388.81,3369.05,13.57,429.06
514.54,500.28,3369.05,17.75,554.96
641.96,612.05,3369.05,22.0,691.21
782.53,740.19,3369.05,26.5,842.34
926.09,873.46,3369.05,31.28,996.16
1068.42,1012.63,3369.05,35.62,1151.06
1214.63,1154.76,3369.05,39.82,1305.24
1352.23,1295.66,3369.05,44.04,1438.71
1471.8,1408.16,3369.05,47.49,1551.07
1577.67,1514.65,3369.05,48.41,1656.35
1678.72,1613.37,3369.05,48.09,1752.86
1773.08,1707.1,3369.05,50.51,1839.19
1857.42,1782.9,3369.05,52.39,1835.04
1934.92,1841.88,3369.05,53.38,1868.29
2001.52,1894.04,3369.05,54.08,1891.49
2058.63,1936.48,3369.05,55.27,1920.75
2109.42,1967.03,3369.05,56.43,1943.36
2154.99,1988.61,3369.05,56.18,1955.05
2194.41,2004.43,3369.05,59.25,1960.36
2226.19,2015.09,3369.05,55.18,1962.46
2248.23,2019.03,3369.05,56.13,1956.06
2262.98,2016.18,3369.05,56.49,1961.52
2272.56,2006.66,3369.05,58.48,1961.12
2275.06,1991.91,3369.05,60.54,1951.48
2267.94,1970.46,3369.05,61.03,1892.09
2252.79,1942.33,3369.05,60.63,1868.92
2231.33,1910.2,3369.05,59.93,1842.55
2201.69,1873.3,3369.05,60.7,1839.07
2163.11,1831.46,3369.05,57.56,1828.64
2115.84,1779.27,3369.05,57.64,1801.45
2063.2,1723.33,3369.05,57.17,1772.23
2010.39,1662.79,3369.05,54.64,1731.24
1949.59,1597.8,3369.05,52.22,1794.35
1877.99,1525.82,3369.05,50.59,1737.69
1797.9,1448.47,3369.05,47.3,1674.53
1704.97,1361.34,3369.05,45.38,1598.08
1603.98,1271.97,3369.05,42.82,1516.76
1497.48,1187.58,3369.05,40.42,1424.9
1385.89,1100.56,3369.05,38.34,1325.25
1253.56,1000.83,3369.05,34.59,1219.18
1109.04,887.79,3369.05,30.37,1097.17
962.98,776.38,3369.05,27.79,974.39
821.23,668.4,3369.05,24.28,844.73
677.56,561.64,3369.05,21.19,699.67
547.97,466.18,3369.05,17.13,566.04
426.67,371.29,3369.05,13.41,440.83
313.84,283.91,3369.05,9.43,324.93
211.79,200.44,3369.05,6.61,220.04
142.34,136.82,3369.05,4.32,146.17
99.3,94.22,3369.05,2.44,100.24
64.43,59.53,3369.05,1.1,64.28
30.04,26.46,3369.05,0.33,29.92
5.89,4.94,3369.05,0.03,5.92
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
1.34,0.63,3369.05,0.0,1.22
18.15,9.83,3369.05,0.17,16.73
52.17,31.05,3369.05,1.15,48.09
92.97,61.38,3369.05,2.73,85.65
142.97,103.52,3369.05,4.54,132.75
209.2,155.04,3369.05,6.48,196.74
292.44,206.89,3369.05,8.78,277.83
381.75,258.89,3369.05,11.26,384.74
477.48,313.25,3369.05,13.94,473.92
577.05,366.59,3369.05,16.28,568.32
684.95,417.22,3369.05,19.4,671.37
798.77,468.27,3369.05,23.32,779.38
909.79,521.97,3369.05,28.76,889.37
1025.08,577.81,3369.05,32.78,1002.0
1147.66,635.17,3369.05,37.35,1120.24
1266.7,691.53,3369.05,41.98,1238.63
1378.28,747.32,3369.05,46.34,1350.74
1478.6,800.97,3369.05,50.45,1456.17
1575.55,852.44,3369.05,53.28,1553.02
1667.46,898.69,3369.05,56.7,1819.0
1750.28,933.09,3369.05,59.88,1897.32
1820.8,958.94,3369.05,61.15,1967.19
1883.35,980.21,3369.05,63.13,2027.18
1939.54,998.9,3369.05,65.19,2082.72
1988.06,1014.53,3369.05,66.83,2130.85
2023.57,1026.94,3369.05,68.08,2166.62
2045.83,1035.94,3369.05,68.39,2191.17
2059.01,1038.9,3369.05,69.19,2209.8
2064.23,1038.2,3369.05,69.61,2222.61
2060.6,1033.96,3369.05,70.25,2226.68
2049.31,1026.95,3369.05,70.15,2221.92
2030.75,1016.63,3369.05,68.47,2297.94
2007.64,1003.22,3369.05,67.77,2281.0
1981.74,986.73,3369.05,66.95,2259.31
1950.92,967.09,3369.05,64.66,2230.5
1912.95,944.54,3369.05,65.88,2192.66
1866.39,920.53,3369.05,63.15,2144.09
1808.01,891.48,3369.05,59.93,2083.08
1739.95,857.19,3369.05,56.69,2008.34
1661.79,821.45,3369.05,52.46,1900.93
1576.01,782.84,3369.05,48.85,1809.21
1481.1,744.14,3369.05,45.52,1702.03
1381.48,704.53,3369.05,38.88,1588.2
1281.44,664.92,3369.05,36.49,1470.24
1176.1,626.89,3369.05,31.04,1343.89
1067.59,588.73,3369.05,27.08,1212.31
953.62,549.5,3369.05,24.0,1073.84
835.48,507.01,3369.05,21.33,937.03
724.61,464.73,3369.05,18.21,807.53
621.72,421.49,3369.05,14.38,686.58
524.6,377.11,3369.05,11.87,575.22
436.31,330.62,3369.05,9.47,475.57
351.07,276.42,3369.05,7.44,378.87
270.77,221.95,3369.05,5.55,290.22
197.08,166.63,3369.05,3.62,209.35
136.39,112.48,3369.05,2.26,144.19
89.11,68.43,3369.05,1.17,93.69
51.35,36.77,3369.05,0.61,53.85
19.98,13.45,3369.05,0.18,20.91
2.62,1.82,3369.05,0.01,2.71
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.44,0.38,3369.05,0.0,0.46
10.82,9.76,3369.05,0.0,9.9
35.51,32.99,3369.05,0.07,31.96
68.14,65.59,3369.05,0.36,61.24
108.46,106.32,3369.05,0.99,98.33
158.7,154.93,3369.05,2.03,144.88
218.66,210.44,3369.05,3.81,198.82
278.63,269.23,3369.05,6.04,193.71
341.96,325.78,3369.05,7.72,251.54
404.17,383.63,3369.05,8.96,308.35
462.26,441.29,3369.05,9.57,363.55
520.6,496.39,3369.05,11.86,419.61
581.88,552.1,3369.05,15.11,475.59
641.4,606.1,3369.05,17.2,530.23
696.99,657.6,3369.05,18.53,581.78
750.99,707.34,3369.05,19.51,632.17
799.05,757.19,3369.05,19.78,682.67
842.76,805.13,3369.05,19.32,732.95
887.68,849.77,3369.05,21.8,782.0
932.4,891.76,3369.05,22.66,794.48
971.15,931.75,3369.05,24.13,829.05
1004.07,962.35,3369.05,25.6,861.59
1036.02,989.41,3369.05,26.25,892.68
1067.89,1013.87,3369.05,30.5,921.71
1095.66,1037.01,3369.05,30.02,948.71
1115.73,1057.8,3369.05,32.35,974.67
1131.6,1076.1,3369.05,32.93,999.47
1145.92,1091.42,3369.05,32.29,1022.97
1156.81,1104.08,3369.05,32.43,1040.94
1163.45,1113.68,3369.05,32.26,1051.38
1167.6,1119.82,3369.05,29.72,1057.54
1169.37,1121.33,3369.05,26.36,1115.67
1167.51,1119.03,3369.05,28.13,1136.54
1164.22,1112.87,3369.05,31.89,1154.95
1160.84,1102.79,3369.05,34.17,1166.81
1155.03,1088.8,3369.05,33.86,1172.56
1144.66,1070.84,3369.05,30.76,1156.7
1127.98,1051.4,3369.05,28.8,1124.73
1107.44,1031.21,3369.05,27.38,1092.34
1084.94,1007.37,3369.05,29.92,958.68
1058.84,979.33,3369.05,32.23,929.07
1026.1,947.81,3369.05,31.65,893.98
