DayAheadForecast,DayAheadConfidence10,DayAheadConfidence90,WeekAheadConfidence10,WeekAheadConfidence90,MonitoredCapacity,LoadFactor,MostRecentForecast,Realtime
1655.96,1212.37,1892.6,91.59,1140.7,2767.11,0.53,1492.12,1469.21
1642.94,1195.64,1876.01,92.29,1139.27,2767.11,0.53,1484.05,1463.05
1629.89,1178.92,1859.42,92.99,1137.81,2767.11,0.5,1475.97,1392.3
1616.87,1162.19,1842.83,93.7,1136.38,2767.11,0.5,1467.9,1387.83
1600.46,1143.02,1824.43,94.19,1133.64,2767.11,0.49,1455.3,1363.44
1580.67,1121.41,1804.22,94.49,1129.6,2767.11,0.45,1438.12,1255.0
1560.89,1099.81,1784.01,94.78,1125.57,2767.11,0.45,1420.94,1256.63
1541.1,1078.2,1763.8,95.07,1121.54,2767.11,0.44,1403.76,1229.93
1521.15,1057.25,1746.06,95.23,1116.61,2767.11,0.45,1386.29,1234.89
1501.02,1036.94,1730.79,95.26,1110.8,2767.11,0.44,1368.52,1215.47
1480.89,1016.62,1715.51,95.28,1105.0,2767.11,0.44,1350.75,1219.87
1460.76,996.32,1700.24,95.31,1099.19,2767.11,0.46,1332.98,1267.34
1426.38,1030.75,1780.26,179.77,1177.49,2767.11,0.47,1316.16,1287.0
1407.53,1010.14,1763.24,177.21,1169.4,2767.11,0.47,1300.31,1292.9
1388.67,989.52,1746.24,174.64,1161.32,2767.11,0.46,1284.45,1286.48
1369.82,968.9,1729.22,172.08,1153.24,2767.11,0.46,1268.6,1264.44
1351.98,947.96,1715.13,169.51,1145.71,2767.11,0.45,1255.15,1234.32
1335.16,926.68,1703.96,166.97,1138.74,2767.11,0.45,1244.1,1241.51
1318.34,905.4,1692.8,164.42,1131.77,2767.11,0.44,1233.06,1219.68
1301.51,884.12,1681.63,161.88,1124.8,2767.11,0.43,1222.01,1184.49
1287.13,865.61,1673.01,159.51,1119.01,2767.11,0.43,1210.61,1190.54
1275.18,849.87,1666.94,157.3,1114.44,2767.11,0.45,1198.86,1237.69
1263.23,834.14,1660.88,155.09,1109.86,2767.11,0.45,1187.12,1240.27
1251.28,818.4,1654.8,152.89,1105.29,2767.11,0.45,1175.37,1246.98
1239.79,802.77,1649.53,150.85,1101.82,2767.11,0.46,1167.47,1265.2
1228.7,787.25,1645.07,148.98,1099.46,2767.11,0.44,1163.44,1215.42
1217.64,771.73,1640.6,147.1,1097.09,2767.11,0.44,1159.4,1210.16
1206.55,756.22,1636.13,145.23,1094.74,2767.11,0.44,1155.37,1226.25
1198.16,744.6,1632.37,143.51,1093.2,2767.11,0.44,1164.34,1212.93
1192.45,736.87,1629.3,141.94,1092.51,2767.11,0.44,1154.71,1227.88
1186.73,729.14,1626.23,140.36,1091.81,2767.11,0.43,1145.09,1201.23
1181.01,721.41,1623.16,138.8,1091.11,2767.11,0.44,1135.46,1222.56
1174.12,713.05,1618.04,137.32,1090.96,2767.11,0.42,1120.13,1165.86
1166.06,704.03,1610.87,135.97,1091.35,2767.11,0.42,1099.11,1163.97
1157.99,695.01,1603.68,134.61,1091.74,2767.11,0.42,1078.06,1171.39
1149.92,686.0,1596.51,133.26,1092.13,2767.11,0.41,1057.04,1144.4
1140.74,676.01,1588.77,131.98,1092.87,2767.11,0.41,1037.58,1144.71
1130.43,665.03,1580.48,130.78,1093.96,2767.11,0.4,1014.45,1118.91
1120.12,654.05,1572.19,129.57,1095.05,2767.11,0.38,991.32,1056.0
1109.81,643.07,1563.91,128.36,1096.14,2767.11,0.37,968.18,1011.25
1099.35,632.62,1555.24,127.21,1097.34,2767.11,0.35,948.76,979.0
1088.75,622.69,1546.2,126.08,1098.63,2767.11,0.33,933.05,923.68
1078.14,612.78,1537.18,124.97,1099.94,2767.11,0.33,917.33,902.1
1067.54,602.84,1528.13,123.85,1101.24,2767.11,0.33,901.62,910.58
1052.83,588.74,1514.18,122.77,1102.48,2767.11,0.33,885.78,900.66
1034.02,570.45,1495.32,121.72,1103.64,2767.11,0.33,869.78,920.48
1015.21,552.15,1476.46,120.68,1104.82,2767.11,0.33,853.8,910.1
996.4,533.87,1457.6,119.63,1105.98,2767.11,0.33,837.8,905.08
982.64,521.84,1442.46,118.62,1107.13,2767.11,0.32,828.82,896.32
973.91,516.09,1431.05,117.65,1108.25,2767.11,0.32,826.85,887.5
965.19,510.32,1419.63,116.68,1109.37,2767.11,0.32,824.87,885.4
956.46,504.57,1408.22,115.71,1110.49,2767.11,0.3,822.9,829.26
950.13,500.04,1400.25,114.81,1111.64,2767.11,0.28,824.61,770.9
946.22,496.72,1395.73,113.96,1112.83,2767.11,0.27,830.01,753.36
942.29,493.41,1391.21,113.12,1114.0,2767.11,0.27,835.43,734.84
938.37,490.09,1386.7,112.28,1115.2,2767.11,0.27,840.83,741.74
939.09,491.18,1387.05,111.56,1116.48,2767.11,0.27,768.56,756.36
944.45,496.68,1392.28,110.97,1117.87,2767.11,0.27,776.3,758.25
949.83,502.18,1397.52,110.4,1119.27,2767.11,0.28,784.05,774.23
955.19,507.67,1402.75,109.81,1120.66,2767.11,0.27,791.79,758.44
961.75,513.49,1410.05,109.35,1122.22,2767.11,0.27,802.28,753.77
969.5,519.62,1419.4,109.03,1123.94,2767.11,0.28,815.51,763.65
977.24,525.76,1428.75,108.71,1125.65,2767.11,0.28,828.73,782.2
984.99,531.9,1438.1,108.4,1127.37,2767.11,0.28,841.95,761.7
997.51,541.75,1452.93,108.3,1129.31,2767.11,0.27,855.86,758.19
1014.79,555.31,1473.24,108.43,1131.49,2767.11,0.28,870.47,771.87
1032.09,568.87,1493.55,108.56,1133.67,2767.11,0.28,885.07,773.7
1049.37,582.42,1513.86,108.7,1135.85,2767.11,0.3,899.67,820.3
1069.61,598.58,1537.43,109.11,1138.23,2767.11,0.31,916.67,850.45
1092.81,617.33,1564.26,109.8,1140.8,2767.11,0.32,936.06,883.38
1116.01,636.09,1591.09,110.5,1143.37,2767.11,0.33,955.45,908.16
1139.21,654.85,1617.91,111.19,1145.95,2767.11,0.34,974.84,931.06
1161.62,673.44,1643.0,111.86,1148.47,2767.11,0.34,991.26,946.7
1183.25,691.86,1666.35,112.52,1150.97,2767.11,0.35,1004.7,965.25
1204.9,710.27,1689.7,113.19,1153.46,2767.11,0.36,1018.14,987.9
1226.53,728.69,1713.05,113.86,1155.96,2767.11,0.35,1031.58,973.02
1243.31,742.77,1731.31,114.38,1158.18,2767.11,0.34,1005.75,952.95
1255.24,752.54,1744.49,114.77,1160.11,2767.11,0.35,1009.2,962.13
1267.18,762.29,1757.67,115.15,1162.04,2767.11,0.34,1012.64,935.18
1279.11,772.06,1770.85,115.55,1163.97,2767.11,0.32,1016.1,886.53
1284.89,774.63,1776.65,115.72,1165.34,2767.11,0.33,1016.51,918.32
1284.51,770.01,1775.1,115.66,1166.14,2767.11,0.34,1013.88,935.31
1284.14,765.38,1773.53,115.62,1166.94,2767.11,0.34,1011.25,929.07
1283.76,760.75,1771.97,115.56,1167.75,2767.11,0.34,1008.62,933.51
1278.01,751.9,1765.16,115.2,1167.71,2767.11,0.34,1004.5,938.71
1266.88,738.82,1753.07,114.55,1166.81,2767.11,0.35,998.87,966.56
1255.75,725.74,1740.97,113.9,1165.92,2767.11,0.34,993.27,940.62
1244.62,712.65,1728.88,113.24,1165.03,2767.11,0.35,987.64,958.0
1229.09,696.98,1711.22,112.21,1163.09,2767.11,0.35,981.74,969.74
1209.19,678.69,1687.98,110.81,1160.11,2767.11,0.35,975.56,959.9
1189.27,660.39,1664.73,109.41,1157.15,2767.11,0.34,969.39,940.48
1169.37,642.09,1641.49,108.0,1154.17,2767.11,0.34,963.21,929.49
1148.07,623.66,1617.67,106.19,1149.98,2767.11,0.34,953.58,930.39
1125.38,605.09,1593.3,103.96,1144.56,2767.11,0.34,940.49,931.09
1102.69,586.51,1568.93,101.74,1139.15,2767.11,0.33,927.4,912.49
1080.01,567.94,1544.55,99.51,1133.74,2767.11,0.32,914.31,888.04
1056.33,550.77,1517.39,97.08,1127.34,2767.11,0.32,863.58,886.84
1031.68,535.01,1487.44,94.44,1119.98,2767.11,0.32,840.44,884.93
1007.02,519.25,1457.49,91.81,1112.62,2767.11,0.32,817.29,874.74
982.37,503.49,1427.54,89.18,1105.26,2767.11,0.31,794.15,850.73
957.35,489.27,1395.36,86.45,1097.18,2767.11,0.31,770.22,858.24
931.99,476.6,1360.94,83.59,1088.39,2767.11,0.3,745.49,829.32
906.63,463.93,1326.52,80.75,1079.59,2767.11,0.29,720.75,814.77
881.27,451.26,1292.1,77.89,1070.8,2767.11,0.29,696.03,804.62
854.12,435.15,1256.61,75.04,1061.52,2767.11,0.28,668.42,784.37
825.16,415.65,1220.04,72.17,1051.73,2767.11,0.27,637.92,759.6
796.22,396.13,1183.46,69.3,1041.95,2767.11,0.26,607.41,706.63
767.27,376.62,1146.89,66.44,1032.16,2767.11,0.24,576.91,675.52
595.19,230.88,960.15,121.17,1080.59,2767.11,0.23,549.9,637.17
573.6,219.35,928.79,114.63,1065.54,2767.11,0.21,526.4,594.63
552.02,207.83,897.42,108.1,1050.48,2767.11,0.2,502.89,564.19
530.43,196.3,866.06,101.56,1035.43,2767.11,0.2,479.39,542.75
513.27,187.89,840.49,95.7,1021.07,2767.11,0.19,460.85,526.39
500.58,182.6,820.71,90.51,1007.37,2767.11,0.18,447.28,510.7
487.88,177.32,800.94,85.31,993.67,2767.11,0.18,433.72,496.98
475.18,172.03,781.16,80.13,979.97,2767.11,0.17,420.15,482.4
466.59,168.1,768.0,75.74,967.43,2767.11,0.16,411.39,454.87
462.14,165.53,761.44,72.15,956.05,2767.11,0.16,407.43,450.3
457.69,162.98,754.88,68.55,944.65,2767.11,0.16,403.5,433.54
453.24,160.42,748.32,64.96,933.26,2767.11,0.15,399.54,418.24
449.92,157.07,744.9,61.93,923.03,2767.11,0.14,397.72,390.54
447.75,152.95,744.61,59.44,913.97,2767.11,0.14,398.04,398.3
445.58,148.84,744.32,56.96,904.91,2767.11,0.14,398.33,383.91
443.42,144.72,744.04,54.47,895.85,2767.11,0.14,398.65,379.4
438.81,139.88,739.7,52.33,887.82,2767.11,0.13,364.71,363.9
431.75,134.3,731.3,50.53,880.82,2767.11,0.13,359.22,364.6
424.69,128.73,722.9,48.73,873.82,2767.11,0.13,353.73,368.37
417.64,123.16,714.5,46.92,866.82,2767.11,0.13,348.23,352.07
406.8,115.63,700.53,45.41,860.69,2767.11,0.12,339.7,343.1
392.18,106.15,680.99,44.19,855.42,2767.11,0.12,328.14,336.74
377.55,96.66,661.48,42.96,850.17,2767.11,0.12,316.58,328.53
362.93,87.18,641.94,41.74,844.9,2767.11,0.12,305.02,333.69
346.88,77.95,619.45,40.78,840.35,2767.11,0.12,303.89,339.15
329.41,68.97,594.02,40.06,836.53,2767.11,0.12,291.12,321.27
311.93,59.99,568.59,39.34,832.7,2767.11,0.12,278.34,330.19
294.45,51.01,543.16,38.63,828.88,2767.11,0.12,265.56,332.88
280.47,45.39,521.18,37.76,825.62,2767.11,0.12,253.54,332.46
269.99,43.15,502.65,36.76,822.95,2767.11,0.11,242.29,315.74
259.51,40.9,484.12,35.75,820.27,2767.11,0.11,231.04,316.62
249.03,38.65,465.59,34.75,817.59,2767.11,0.11,219.79,316.03
241.45,37.26,451.48,33.8,815.32,2767.11,0.11,211.78,298.21
236.77,36.73,441.81,32.91,813.49,2767.11,0.1,207.02,266.97
232.09,36.2,432.14,32.01,811.68,2767.11,0.09,202.26,247.74
227.42,35.68,422.47,31.11,809.84,2767.11,0.08,197.5,232.94
224.51,35.58,416.28,30.48,808.48,2767.11,0.08,193.84,208.03
223.37,35.92,413.56,30.12,807.62,2767.11,0.07,191.26,196.03
222.22,36.26,410.85,29.76,806.74,2767.11,0.07,188.68,188.39
221.08,36.61,408.13,29.4,805.88,2767.11,0.06,186.11,177.04
221.76,37.19,408.91,29.17,805.53,2767.11,0.06,186.26,171.13
224.28,38.03,413.18,29.08,805.72,2767.11,0.06,189.14,158.52
226.78,38.86,417.46,28.97,805.89,2767.11,0.05,192.02,151.69
229.3,39.69,421.73,28.88,806.08,2767.11,0.06,194.9,157.47
233.73,41.09,429.35,28.84,806.86,2767.11,0.06,156.38,160.03
240.1,43.05,440.29,28.85,808.25,2767.11,0.06,160.22,168.79
246.46,45.02,451.25,28.87,809.65,2767.11,0.06,164.07,166.48
252.83,46.99,462.19,28.88,811.03,2767.11,0.06,167.91,168.41
259.31,49.43,472.88,28.95,813.16,2767.11,0.07,170.19,180.7
265.93,52.32,483.3,29.08,815.97,2767.11,0.07,170.92,192.08
272.55,55.22,493.72,29.22,818.79,2767.11,0.06,171.65,173.66
279.16,58.12,504.14,29.36,821.61,2767.11,0.06,172.38,160.17
284.18,59.8,512.46,29.98,825.2,2767.11,0.06,174.02,161.51
287.57,60.23,518.68,31.07,829.56,2767.11,0.06,176.6,161.27
290.95,60.67,524.91,32.16,833.94,2767.11,0.06,179.18,170.96
294.35,61.11,531.14,33.26,838.31,2767.11,0.06,181.76,175.68
295.94,61.15,534.33,34.13,843.24,2767.11,0.07,186.0,191.66
295.71,60.75,534.47,34.75,848.71,2767.11,0.07,191.94,181.45
295.49,60.36,534.61,35.38,854.2,2767.11,0.07,197.89,181.92
295.27,59.96,534.75,36.01,859.67,2767.11,0.06,203.83,174.52
297.45,61.07,537.93,36.64,865.56,2767.11,0.07,210.25,185.71
302.0,63.68,544.17,37.28,871.86,2767.11,0.07,217.13,205.42
306.55,66.3,550.4,37.93,878.15,2767.11,0.08,224.02,230.07
311.11,68.91,556.63,38.57,884.45,2767.11,0.09,230.9,240.78
315.44,70.44,563.74,39.25,890.86,2767.11,0.08,234.9,227.22
319.58,70.88,571.72,39.98,897.33,2767.11,0.09,243.64,237.77
323.72,71.3,579.7,40.72,903.83,2767.11,0.09,252.4,249.77
327.85,71.74,587.68,41.46,910.31,2767.11,0.1,261.14,272.73
334.95,74.17,599.65,42.22,916.56,2767.11,0.11,269.71,302.53
345.01,78.63,615.6,43.04,922.54,2767.11,0.12,278.08,335.31
355.07,83.08,631.55,43.84,928.52,2767.11,0.12,286.45,328.07
365.13,87.53,647.5,44.66,934.5,2767.11,0.12,294.82,327.92
377.54,92.87,667.32,45.5,939.91,2767.11,0.11,301.15,315.71
392.31,99.09,691.03,46.39,944.75,2767.11,0.11,305.45,298.25
407.07,105.31,714.74,47.27,949.57,2767.11,0.11,309.73,312.69
421.83,111.52,738.45,48.15,954.4,2767.11,0.11,314.02,313.83
433.74,117.11,757.39,49.07,958.41,2767.11,0.12,317.54,334.74
442.8,122.08,771.58,50.01,961.56,2767.11,0.12,320.25,324.14
451.85,127.04,785.77,50.96,964.71,2767.11,0.12,322.98,334.09
460.91,132.0,799.95,51.91,967.86,2767.11,0.13,325.69,353.81
466.1,134.42,809.04,52.74,969.94,2767.11,0.13,327.5,356.11
467.44,134.3,813.01,53.45,970.94,2767.11,0.13,328.42,348.0
468.8,134.19,816.98,54.16,971.93,2767.11,0.13,329.34,352.0
470.15,134.07,820.95,54.88,972.93,2767.11,0.13,330.27,357.83
468.73,134.19,819.26,55.45,972.87,2767.11,0.12,339.58,335.32
464.56,134.55,811.94,55.87,971.74,2767.11,0.12,342.29,330.18
460.4,134.92,804.62,56.28,970.61,2767.11,0.12,345.01,332.14
456.23,135.28,797.3,56.69,969.49,2767.11,0.12,347.72,330.49
448.78,132.38,785.91,57.05,967.34,2767.11,0.12,347.16,320.6
438.04,126.22,770.47,57.34,964.15,2767.11,0.12,343.35,318.66
427.32,120.07,755.04,57.64,960.96,2767.11,0.12,339.52,319.92
416.59,113.91,739.6,57.94,957.78,2767.11,0.11,335.71,316.71
401.97,107.11,717.64,58.12,953.62,2767.11,0.11,327.53,292.3
383.47,99.62,689.16,58.17,948.48,2767.11,0.1,314.97,287.18
364.97,92.16,660.7,58.25,943.32,2767.11,0.1,302.4,271.09
346.46,84.68,632.22,58.3,938.19,2767.11,0.09,289.84,262.84
284.04,71.32,498.84,65.76,959.83,2767.11,0.09,277.27,252.14
270.71,66.45,477.72,62.65,944.53,2767.11,0.09,264.68,256.61
257.39,61.57,456.58,59.52,929.21,2767.11,0.09,252.09,256.7
244.06,56.7,435.46,56.4,913.91,2767.11,0.09,239.49,251.94
233.07,53.06,417.31,53.92,898.98,2767.11,0.09,228.98,255.49
224.41,50.65,402.14,52.1,884.44,2767.11,0.09,220.55,239.3
215.76,48.24,386.96,50.28,869.89,2767.11,0.08,212.12,213.78
207.1,45.83,371.79,48.45,855.35,2767.11,0.07,203.7,198.71
199.47,43.56,358.86,46.77,841.7,2767.11,0.07,197.72,194.93
192.87,41.43,348.18,45.24,828.95,2767.11,0.07,194.19,187.83
186.27,39.31,337.48,43.68,816.2,2767.11,0.06,190.65,176.66
179.67,37.18,326.8,42.15,803.45,2767.11,0.06,187.13,176.88
174.4,35.29,318.39,40.84,791.75,2767.11,0.06,184.49,160.99
170.47,33.62,312.28,39.73,781.11,2767.11,0.05,182.73,141.09
166.55,31.96,306.15,38.62,770.46,2767.11,0.05,180.97,146.81
162.62,30.29,300.03,37.51,759.81,2767.11,0.06,179.21,158.02
159.17,28.84,294.59,36.48,750.27,2767.11,0.06,150.12,153.97
156.19,27.59,289.84,35.54,741.85,2767.11,0.06,149.32,154.76
153.23,26.36,285.09,34.59,733.42,2767.11,0.06,148.54,159.48
150.26,25.11,280.34,33.65,725.0,2767.11,0.06,147.74,152.53
147.74,24.32,276.0,32.84,717.69,2767.11,0.06,145.68,162.31
145.67,23.98,272.08,32.16,711.5,2767.11,0.06,142.35,168.0
143.6,23.65,268.16,31.47,705.33,2767.11,0.05,139.02,151.91
141.53,23.31,264.24,30.79,699.14,2767.11,0.05,135.7,151.47
139.79,22.93,260.81,30.24,694.09,2767.11,0.06,147.04,163.02
138.36,22.51,257.86,29.81,690.18,2767.11,0.07,141.96,186.75
136.93,22.1,254.91,29.37,686.27,2767.11,0.07,136.9,194.75
135.5,21.68,251.96,28.95,682.36,2767.11,0.07,131.82,202.74
132.84,21.03,247.02,28.68,679.59,2767.11,0.07,126.87,198.17
128.96,20.16,240.09,28.56,677.96,2767.11,0.06,122.02,175.52
125.06,19.27,233.17,28.46,676.35,2767.11,0.05,117.17,150.18
121.18,18.4,226.24,28.34,674.72,2767.11,0.05,112.32,130.11
116.26,17.63,217.24,28.28,674.19,2767.11,0.04,106.64,115.67
110.34,16.96,206.15,28.26,674.72,2767.11,0.04,100.12,104.89
104.42,16.3,195.08,28.23,675.25,2767.11,0.03,93.61,83.95
98.5,15.63,183.99,28.21,675.78,2767.11,0.03,87.08,84.89
93.42,15.04,174.45,28.32,677.24,2767.11,0.03,82.31,82.45
89.17,14.52,166.44,28.55,679.66,2767.11,0.03,79.27,79.34
84.91,13.99,158.45,28.79,682.06,2767.11,0.03,76.24,75.33
80.67,13.47,150.44,29.02,684.47,2767.11,0.02,73.2,69.07
77.41,12.99,144.49,29.45,687.67,2767.11,0.02,70.76,56.07
75.13,12.53,140.59,30.08,691.65,2767.11,0.02,68.92,49.18
72.85,12.1,136.67,30.72,695.64,2767.11,0.02,67.09,48.45
70.58,11.64,132.77,31.35,699.62,2767.11,0.02,65.24,45.38
69.38,11.43,130.78,32.06,704.2,2767.11,0.02,49.67,43.27
69.25,11.44,130.69,32.86,709.41,2767.11,0.02,51.51,48.56
69.11,11.45,130.6,33.64,714.63,2767.11,0.02,53.37,50.91
68.99,11.46,130.51,34.44,719.85,2767.11,0.02,55.21,44.87
70.08,11.65,132.66,35.24,725.52,2767.11,0.02,57.76,43.38
72.39,12.04,137.06,36.06,731.65,2767.11,0.02,61.01,48.8
74.7,12.41,141.43,36.88,737.79,2767.11,0.02,64.27,45.8
77.02,12.8,145.83,37.71,743.93,2767.11,0.02,67.52,48.72
79.94,13.27,151.21,38.47,750.36,2767.11,0.02,71.29,57.07
83.46,13.87,157.58,39.16,757.1,2767.11,0.02,75.61,68.04
87.01,14.44,163.94,39.86,763.83,2767.11,0.03,79.91,74.51
90.54,15.04,170.31,40.55,770.58,2767.11,0.03,84.22,84.15
94.76,16.01,177.62,41.11,777.53,2767.11,0.03,88.9,89.44
99.66,17.36,185.84,41.58,784.71,2767.11,0.04,93.95,99.44
104.57,18.71,194.06,42.04,791.89,2767.11,0.04,99.01,111.21
109.47,20.07,202.29,42.51,799.07,2767.11,0.05,104.07,127.51
114.92,22.04,211.03,42.87,806.34,2767.11,0.05,108.71,126.85
120.94,24.65,220.26,43.13,813.7,2767.11,0.05,112.94,135.95
126.96,27.27,229.5,43.41,821.06,2767.11,0.05,117.15,129.88
132.97,29.88,238.74,43.67,828.42,2767.11,0.05,121.38,138.74
138.46,32.1,247.37,43.9,835.73,2767.11,0.05,129.54,133.69
143.41,33.93,255.39,44.07,842.99,2767.11,0.05,130.76,135.6
148.36,35.76,263.42,44.25,850.25,2767.11,0.05,131.97,150.46
153.32,37.6,271.44,44.43,857.51,2767.11,0.06,133.19,156.87
158.11,39.84,278.84,44.59,864.58,2767.11,0.06,133.34,160.92
162.73,42.49,285.59,44.72,871.47,2767.11,0.06,132.41,160.64
167.36,45.15,292.35,44.85,878.35,2767.11,0.06,131.48,170.04
171.99,47.8,299.11,44.99,885.23,2767.11,0.06,130.56,174.5
176.13,49.21,306.2,45.12,891.75,2767.11,0.06,130.8,179.74
179.83,49.35,313.63,45.26,897.9,2767.11,0.06,132.21,172.66
183.52,49.49,321.06,45.39,904.05,2767.11,0.06,133.62,176.96
187.22,49.64,328.49,45.53,910.2,2767.11,0.07,135.04,183.72
