DayAheadForecast,DayAheadConfidence10,DayAheadConfidence90,WeekAheadConfidence10,WeekAheadConfidence90,MonitoredCapacity,LoadFactor,MostRecentForecast,Realtime
95.04,21.93,173.44,31.49,674.42,3069.29,0.01,55.92,32.2
89.94,19.41,166.02,30.42,672.75,3069.29,0.01,54.01,38.08
86.85,18.06,161.29,29.75,672.42,3069.29,0.01,53.51,34.76
85.8,17.89,159.26,29.49,673.45,3069.29,0.01,54.41,28.96
84.74,17.71,157.21,29.22,674.48,3069.29,0.01,55.3,31.14
83.69,17.54,155.18,28.96,675.51,3069.29,0.01,56.19,33.08
83.94,17.51,155.58,28.85,677.97,3069.29,0.01,32.31,28.19
85.5,17.59,158.47,28.89,681.87,3069.29,0.01,34.8,28.61
87.08,17.67,161.33,28.93,685.77,3069.29,0.01,37.29,31.87
88.63,17.75,164.22,28.97,689.67,3069.29,0.01,39.77,33.89
91.92,18.28,170.22,29.15,695.07,3069.29,0.01,43.72,30.51
96.94,19.27,179.35,29.47,701.97,3069.29,0.01,49.12,25.65
101.96,20.27,188.47,29.78,708.87,3069.29,0.01,54.5,27.75
106.98,21.26,197.6,30.11,715.77,3069.29,0.01,59.9,31.86
112.78,21.98,208.66,30.12,724.29,3069.29,0.01,66.04,42.45
119.39,22.42,221.67,29.81,734.42,3069.29,0.01,72.94,42.62
126.0,22.87,234.69,29.5,744.56,3069.29,0.02,79.84,49.92
132.61,23.32,247.7,29.2,754.7,3069.29,0.02,86.74,52.93
140.01,23.85,262.26,29.23,766.25,3069.29,0.02,94.69,58.25
148.18,24.43,278.34,29.63,779.2,3069.29,0.02,103.71,60.08
156.36,25.02,294.43,30.02,792.17,3069.29,0.02,112.73,58.26
164.54,25.61,310.51,30.42,805.12,3069.29,0.02,121.75,58.36
173.93,27.52,327.52,31.29,819.14,3069.29,0.02,133.81,65.15
184.55,30.77,345.43,32.64,834.22,3069.29,0.02,148.91,69.37
195.15,34.02,363.34,34.0,849.29,3069.29,0.03,164.01,83.14
205.77,37.28,381.26,35.35,864.37,3069.29,0.03,179.11,106.31
213.21,39.38,394.09,36.92,880.16,3069.29,0.04,124.99,124.75
217.47,40.33,401.86,38.72,896.67,3069.29,0.05,133.81,139.84
221.73,41.27,409.62,40.54,913.18,3069.29,0.05,142.65,148.73
226.0,42.23,417.38,42.34,929.69,3069.29,0.08,151.48,239.04
225.52,42.35,416.29,44.32,946.27,3069.29,0.09,157.46,268.22
220.29,41.67,406.37,46.46,962.93,3069.29,0.09,160.59,281.68
215.06,40.97,396.43,48.6,979.59,3069.29,0.07,163.73,216.03
209.83,40.28,386.5,50.74,996.24,3069.29,0.06,166.87,176.32
204.67,39.92,377.01,52.84,1012.59,3069.29,0.05,175.37,147.78
199.59,39.9,367.95,54.92,1028.61,3069.29,0.03,189.22,91.59
194.52,39.88,358.88,56.98,1044.65,3069.29,0.03,203.09,98.67
189.45,39.87,349.82,59.06,1060.67,3069.29,0.03,216.94,83.05
187.82,40.91,346.27,61.57,1075.72,3069.29,0.02,220.43,73.08
189.67,43.02,348.23,64.54,1089.8,3069.29,0.02,213.57,56.31
191.51,45.14,350.18,67.51,1103.88,3069.29,0.03,206.72,85.92
193.35,47.25,352.14,70.48,1117.96,3069.29,0.05,199.86,153.24
198.41,49.16,360.57,72.81,1130.14,3069.29,0.09,214.38,267.76
206.71,50.86,375.46,74.51,1140.42,3069.29,0.08,250.29,257.49
215.0,52.55,390.36,76.22,1150.7,3069.29,0.09,286.17,263.32
223.3,54.25,405.25,77.92,1160.97,3069.29,0.04,322.08,133.04
238.36,59.39,429.27,79.32,1169.29,3069.29,0.06,313.52,174.54
260.18,67.98,462.44,80.41,1175.63,3069.29,0.03,366.49,100.49
282.01,76.57,495.59,81.49,1181.99,3069.29,0.05,419.45,140.08
303.84,85.17,528.75,82.58,1188.33,3069.29,0.26,472.42,792.22
328.06,96.16,563.57,83.36,1192.8,3069.29,0.34,500.7,1057.9
354.69,109.58,600.04,83.86,1195.4,3069.29,0.41,504.26,1273.3
381.31,123.01,636.5,84.35,1198.01,3069.29,0.44,507.82,1357.96
407.94,136.43,672.97,84.84,1200.61,3069.29,0.42,511.39,1296.26
428.58,148.16,697.27,85.04,1201.4,3069.29,0.34,519.31,1057.76
443.24,158.22,709.38,84.96,1200.37,3069.29,0.24,531.58,725.19
457.91,168.29,721.51,84.88,1199.34,3069.29,0.21,543.87,655.27
472.57,178.36,733.62,84.8,1198.31,3069.29,0.22,556.14,663.54
581.82,267.74,895.78,64.26,992.88,3069.29,0.21,562.4,639.91
606.07,278.96,932.91,65.66,1004.11,3069.29,0.21,562.62,631.71
630.31,290.2,970.02,67.07,1015.33,3069.29,0.18,562.85,556.36
654.56,301.42,1007.16,68.48,1026.56,3069.29,0.15,563.06,462.74
680.1,315.88,1043.77,69.73,1035.5,3069.29,0.15,577.81,469.74
706.94,333.59,1079.87,70.84,1042.17,3069.29,0.15,607.09,448.43
733.81,351.29,1115.98,71.95,1048.86,3069.29,0.14,636.38,429.14
760.65,369.0,1152.08,73.06,1055.52,3069.29,0.13,665.65,393.54
786.19,387.52,1184.63,73.98,1059.53,3069.29,0.13,684.52,397.46
810.41,406.87,1213.63,74.73,1060.86,3069.29,0.16,692.97,485.48
834.62,426.24,1242.63,75.47,1062.19,3069.29,0.14,701.42,424.89
858.84,445.59,1271.62,76.21,1063.52,3069.29,0.09,709.86,276.01
868.85,453.66,1283.35,76.67,1062.63,3069.29,0.07,725.04,210.38
864.66,450.44,1277.82,76.84,1059.51,3069.29,0.05,746.96,140.74
860.46,447.23,1272.29,77.0,1056.41,3069.29,0.07,768.86,217.46
856.28,444.01,1266.76,77.17,1053.29,3069.29,0.07,790.78,201.95
855.37,439.41,1269.61,77.17,1048.52,3069.29,0.08,428.57,236.75
857.76,433.39,1280.86,76.99,1042.1,3069.29,0.13,486.7,386.0
860.14,427.38,1292.11,76.81,1035.67,3069.29,0.24,544.82,723.5
862.53,421.36,1303.35,76.63,1029.24,3069.29,0.24,602.95,741.71
873.07,423.8,1322.18,76.53,1021.74,3069.29,0.28,655.37,867.01
891.77,434.69,1348.57,76.49,1013.16,3069.29,0.31,702.07,936.35
910.45,445.58,1374.96,76.45,1004.58,3069.29,0.29,748.76,901.16
929.14,456.47,1401.36,76.41,996.01,3069.29,0.33,795.46,1001.69
953.98,467.91,1439.56,76.12,986.94,3069.29,0.33,1071.81,1007.3
984.96,479.91,1489.58,75.56,977.4,3069.29,0.33,1131.07,1024.8
1015.92,491.92,1539.59,75.0,967.85,3069.29,0.37,1190.31,1141.14
1046.9,503.92,1589.61,74.44,958.31,3069.29,0.39,1249.57,1199.1
1077.41,520.61,1634.01,73.52,948.89,3069.29,0.4,1290.7,1214.86
1107.46,541.97,1672.79,72.26,939.55,3069.29,0.38,1313.68,1170.08
1137.5,563.34,1711.58,71.01,930.22,3069.29,0.41,1336.66,1270.36
1167.55,584.7,1750.36,69.74,920.89,3069.29,0.47,1359.64,1429.09
1184.11,596.15,1772.03,68.16,912.18,3069.29,0.49,1359.37,1491.93
1187.17,597.69,1776.61,66.29,904.08,3069.29,0.46,1335.84,1423.13
1190.22,599.23,1781.19,64.4,895.97,3069.29,0.46,1312.31,1413.44
1193.28,600.77,1785.77,62.53,887.87,3069.29,0.48,1288.78,1466.8
1175.37,585.2,1765.52,60.48,880.76,3069.29,0.51,1263.08,1555.1
1136.5,552.53,1720.46,58.28,874.62,3069.29,0.49,1235.22,1515.27
1097.64,519.86,1675.39,56.06,868.5,3069.29,0.49,1207.36,1506.87
1058.76,487.19,1630.32,53.86,862.36,3069.29,0.45,1179.5,1369.02
1021.17,458.24,1584.09,51.62,857.48,3069.29,0.44,1145.62,1349.7
984.87,432.99,1536.72,49.37,853.86,3069.29,0.43,1105.69,1332.62
948.56,407.75,1489.36,47.1,850.22,3069.29,0.44,1065.76,1349.28
912.26,382.5,1441.99,44.86,846.6,3069.29,0.44,1025.83,1342.1
889.54,365.72,1413.36,43.08,844.44,3069.29,0.44,1201.03,1348.29
880.43,357.4,1403.47,41.79,843.76,3069.29,0.41,1164.25,1258.85
871.32,349.07,1393.59,40.5,843.08,3069.29,0.4,1127.47,1240.73
862.22,340.76,1383.71,39.21,842.4,3069.29,0.4,1090.68,1224.28
863.45,339.45,1387.47,38.34,843.47,3069.29,0.38,1076.59,1151.05
875.02,345.14,1404.92,37.89,846.3,3069.29,0.34,1085.2,1058.44
886.59,350.85,1422.35,37.44,849.12,3069.29,0.35,1093.79,1063.88
898.17,356.54,1439.8,36.98,851.95,3069.29,0.38,1102.39,1179.96
916.43,367.33,1465.54,36.56,856.83,3069.29,0.39,1110.34,1203.8
941.41,383.2,1499.6,36.18,863.76,3069.29,0.38,1117.65,1160.59
966.38,399.08,1533.65,35.8,870.68,3069.29,0.36,1124.97,1100.59
991.36,414.95,1567.71,35.42,877.61,3069.29,0.33,1132.28,1020.72
1001.0,419.64,1582.34,35.43,886.7,3069.29,0.33,1134.91,1005.23
995.33,413.14,1577.53,35.82,897.94,3069.29,0.34,1132.87,1035.75
989.66,406.64,1572.74,36.2,909.18,3069.29,0.3,1130.82,927.47
983.99,400.13,1567.92,36.59,920.43,3069.29,0.29,1128.78,883.57
980.42,398.39,1562.48,37.39,933.38,3069.29,0.31,1125.61,959.92
978.93,401.38,1556.38,38.62,948.04,3069.29,0.36,1121.31,1094.98
977.45,404.39,1550.29,39.83,962.69,3069.29,0.38,1117.03,1170.5
975.95,407.38,1544.18,41.06,977.35,3069.29,0.38,1112.73,1168.51
973.89,413.24,1534.29,42.47,992.98,3069.29,0.35,1011.88,1074.62
971.23,421.98,1520.62,44.08,1009.6,3069.29,0.34,1001.92,1037.71
968.58,430.73,1506.94,45.69,1026.21,3069.29,0.35,991.97,1063.59
965.92,439.47,1493.26,47.3,1042.84,3069.29,0.36,982.02,1097.02
956.71,438.17,1476.48,49.38,1059.77,3069.29,0.36,967.66,1104.42
940.94,426.8,1456.62,51.94,1077.02,3069.29,0.36,948.89,1091.53
925.17,415.44,1436.74,54.49,1094.28,3069.29,0.37,930.11,1136.91
909.4,404.07,1416.88,57.05,1111.53,3069.29,0.37,911.34,1133.96
887.93,391.34,1387.14,59.71,1128.27,3069.29,0.34,891.77,1042.04
860.77,377.19,1347.54,62.48,1144.53,3069.29,0.32,871.41,994.41
833.6,363.06,1307.94,65.23,1160.79,3069.29,0.31,851.05,944.99
806.45,348.91,1268.34,68.01,1177.05,3069.29,0.28,830.69,869.39
779.41,336.29,1227.37,71.22,1192.3,3069.29,0.26,806.24,804.56
752.5,325.16,1185.03,74.87,1206.53,3069.29,0.26,777.72,791.8
725.58,314.02,1142.69,78.54,1220.76,3069.29,0.25,749.19,767.49
698.67,302.88,1100.35,82.19,1234.99,3069.29,0.23,720.67,716.24
666.13,285.48,1052.8,85.99,1247.59,3069.29,0.21,681.42,631.73
627.96,261.81,1000.02,89.93,1258.54,3069.29,0.18,631.43,544.39
589.79,238.15,947.26,93.87,1269.49,3069.29,0.14,581.44,434.82
551.61,214.47,894.49,97.81,1280.45,3069.29,0.13,531.45,385.84
517.97,192.78,849.13,101.97,1289.54,3069.29,0.12,461.35,354.11
488.84,173.04,811.19,106.35,1296.77,3069.29,0.12,427.72,357.89
459.72,153.29,773.27,110.74,1304.01,3069.29,0.1,394.07,307.78
430.59,133.55,735.34,115.13,1311.24,3069.29,0.09,360.44,289.08
407.3,118.31,705.07,119.3,1316.76,3069.29,0.1,337.6,301.26
389.84,107.55,682.48,123.28,1320.59,3069.29,0.1,325.56,297.03
372.37,96.79,659.87,127.24,1324.43,3069.29,0.09,313.51,285.44
354.92,86.03,637.28,131.22,1328.26,3069.29,0.09,301.48,286.5
341.06,79.23,618.13,134.73,1330.28,3069.29,0.09,292.1,283.59
330.78,76.38,602.44,137.78,1330.49,3069.29,0.08,285.36,254.1
320.51,73.52,586.75,140.83,1330.71,3069.29,0.06,278.65,198.35
310.23,70.66,571.05,143.88,1330.92,3069.29,0.07,271.91,212.44
338.29,102.15,582.99,83.6,1257.91,3069.29,0.09,265.49,262.77
323.1,88.56,567.14,80.68,1241.78,3069.29,0.11,259.34,341.3
307.9,74.99,551.29,77.75,1225.66,3069.29,0.13,253.21,387.04
292.71,61.4,535.44,74.82,1209.54,3069.29,0.12,247.06,370.91
283.32,52.32,526.03,72.36,1192.92,3069.29,0.12,243.18,354.08
279.73,47.76,523.02,70.33,1175.79,3069.29,0.13,241.55,396.35
276.15,43.19,520.02,68.3,1158.66,3069.29,0.12,239.93,379.75
272.56,38.62,517.02,66.28,1141.53,3069.29,0.13,238.3,398.99
271.39,36.41,516.46,64.57,1124.34,3069.29,0.12,237.9,380.76
272.63,36.55,518.34,63.16,1107.08,3069.29,0.12,238.71,359.26
273.88,36.69,520.21,61.77,1089.81,3069.29,0.11,239.51,327.32
275.12,36.83,522.09,60.36,1072.54,3069.29,0.1,240.32,317.38
273.43,37.53,517.5,59.1,1056.05,3069.29,0.1,240.53,315.82
268.8,38.77,506.45,57.94,1040.34,3069.29,0.11,240.18,341.43
264.17,40.02,495.41,56.77,1024.63,3069.29,0.11,239.82,347.46
259.53,41.27,484.37,55.61,1008.92,3069.29,0.12,239.47,371.82
253.8,42.06,471.66,54.43,994.55,3069.29,0.12,288.54,363.62
246.99,42.38,457.31,53.23,981.52,3069.29,0.11,283.37,341.26
240.18,42.7,442.95,52.02,968.48,3069.29,0.11,278.2,342.46
233.37,43.02,428.6,50.82,955.45,3069.29,0.11,273.02,338.33
225.07,42.79,412.07,49.67,944.31,3069.29,0.11,267.72,344.88
215.29,42.02,393.36,48.57,935.06,3069.29,0.12,262.28,363.19
205.52,41.21,374.66,47.48,925.79,3069.29,0.13,256.81,401.67
195.73,40.44,355.95,46.38,916.54,3069.29,0.13,251.37,388.37
188.0,39.62,341.2,45.48,909.85,3069.29,0.12,323.92,379.19
182.32,38.78,330.41,44.77,905.74,3069.29,0.13,318.42,405.9
176.65,37.95,319.64,44.07,901.61,3069.29,0.14,312.92,430.92
170.97,37.12,308.85,43.37,897.5,3069.29,0.13,307.42,404.95
165.73,36.86,298.48,42.86,897.12,3069.29,0.14,301.17,436.46
160.93,37.18,288.51,42.55,900.48,3069.29,0.14,294.17,418.71
156.12,37.5,278.55,42.24,903.83,3069.29,0.13,287.17,411.61
151.32,37.82,268.58,41.94,907.19,3069.29,0.12,280.17,382.57
146.77,37.85,259.29,41.75,915.0,3069.29,0.12,273.27,354.92
142.47,37.57,250.65,41.68,927.24,3069.29,0.12,266.43,378.05
138.16,37.3,242.01,41.61,939.48,3069.29,0.12,259.59,376.79
133.86,37.02,233.38,41.53,951.72,3069.29,0.13,252.76,403.84
132.19,37.51,229.51,41.51,967.25,3069.29,0.14,249.05,432.38
133.13,38.76,230.4,41.55,986.08,3069.29,0.1,248.43,302.21
134.09,40.01,231.29,41.57,1004.9,3069.29,0.1,247.82,320.3
135.04,41.25,232.18,41.6,1023.73,3069.29,0.1,247.2,311.17
136.94,41.86,236.45,41.8,1044.53,3069.29,0.11,250.36,341.88
139.79,41.84,244.11,42.16,1067.31,3069.29,0.12,257.3,362.28
142.64,41.83,251.78,42.54,1090.09,3069.29,0.11,264.25,350.47
145.49,41.81,259.44,42.9,1112.87,3069.29,0.13,271.2,384.46
150.31,41.64,269.85,43.27,1136.42,3069.29,0.15,374.49,463.32
157.11,41.31,282.99,43.63,1160.75,3069.29,0.16,394.38,489.87
163.91,40.98,296.12,44.0,1185.08,3069.29,0.18,414.27,557.24
170.71,40.65,309.26,44.37,1209.41,3069.29,0.19,434.16,577.92
182.08,43.98,327.67,44.77,1233.2,3069.29,0.19,458.49,571.18
198.01,50.96,351.36,45.22,1256.44,3069.29,0.18,487.26,549.88
213.95,57.95,375.06,45.69,1279.69,3069.29,0.17,516.02,533.77
229.89,64.94,398.75,46.13,1302.94,3069.29,0.17,544.8,517.96
263.94,85.5,445.35,46.6,1324.41,3069.29,0.17,569.58,526.42
316.1,119.63,514.87,47.05,1344.11,3069.29,0.18,590.39,552.38
368.25,153.76,584.39,47.5,1363.8,3069.29,0.22,611.19,664.57
420.42,187.89,653.9,47.96,1383.5,3069.29,0.2,632.0,609.46
478.3,213.31,744.01,48.25,1400.73,3069.29,0.25,663.85,760.62
541.9,230.02,854.71,48.39,1415.51,3069.29,0.25,706.73,765.23
605.5,246.73,965.39,48.52,1430.27,3069.29,0.27,749.62,826.97
669.09,263.44,1076.09,48.65,1445.04,3069.29,0.29,792.5,896.7
738.01,295.08,1182.25,49.09,1457.38,3069.29,0.32,856.73,974.07
812.26,341.65,1283.86,49.83,1467.27,3069.29,0.3,942.3,918.91
886.52,388.23,1385.48,50.57,1477.16,3069.29,0.31,1027.86,945.51
960.77,434.8,1487.09,51.31,1487.05,3069.29,0.36,1113.43,1098.26
1025.26,486.81,1563.17,52.4,1494.98,3069.29,0.45,1376.4,1374.15
1079.99,544.26,1613.7,53.83,1500.94,3069.29,0.44,1449.57,1362.02
1134.71,601.7,1664.23,55.26,1506.89,3069.29,0.47,1522.73,1448.47
1189.44,659.14,1714.76,56.69,1512.84,3069.29,0.47,1595.9,1451.57
1242.36,711.54,1765.71,59.4,1517.22,3069.29,0.5,1645.08,1520.91
1293.47,758.91,1817.06,63.39,1519.98,3069.29,0.49,1670.27,1491.63
1344.61,806.26,1868.41,67.38,1522.75,3069.29,0.52,1695.46,1588.11
1395.72,853.62,1919.76,71.38,1525.52,3069.29,0.59,1720.65,1801.45
1452.96,895.68,1990.24,76.51,1527.13,3069.29,0.62,1756.88,1897.72
1516.32,932.44,2079.87,82.79,1527.57,3069.29,0.63,1804.15,1924.33
1579.68,969.2,2169.49,89.08,1528.02,3069.29,0.64,1851.43,1967.6
1643.05,1005.95,2259.11,95.36,1528.45,3069.29,0.62,1898.7,1916.13
1688.67,1043.4,2316.11,100.67,1528.15,3069.29,0.6,1936.06,1840.67
1716.58,1081.53,2340.5,105.03,1527.08,3069.29,0.65,1963.53,1990.29
1744.48,1119.66,2364.91,109.38,1526.0,3069.29,0.67,1991.0,2046.91
1772.39,1157.79,2389.3,113.73,1524.93,3069.29,0.68,2018.46,2084.71
1779.66,1175.05,2392.2,116.77,1523.82,3069.29,0.71,2033.58,2175.08
1766.34,1171.43,2373.6,118.5,1522.64,3069.29,0.71,2036.34,2194.02
1753.02,1167.81,2355.0,120.23,1521.45,3069.29,0.71,2039.11,2173.31
1739.7,1164.19,2336.4,121.97,1520.28,3069.29,0.67,2041.87,2064.42
1742.81,1172.8,2334.79,122.28,1518.92,3069.29,0.67,2183.64,2061.53
1762.35,1193.65,2350.15,121.2,1517.38,3069.29,0.69,2154.77,2114.26
1781.9,1214.48,2365.54,120.12,1515.84,3069.29,0.69,2125.88,2108.05
1801.44,1235.32,2380.9,119.04,1514.29,3069.29,0.67,2097.01,2059.55
1795.08,1224.25,2370.3,116.98,1512.56,3069.29,0.64,2039.02,1974.16
1762.81,1181.25,2333.72,113.94,1510.61,3069.29,0.58,1951.92,1788.05
1730.54,1138.25,2297.13,110.89,1508.67,3069.29,0.55,1864.82,1685.73
1698.28,1095.26,2260.54,107.85,1506.71,3069.29,0.47,1777.72,1432.84
1656.95,1034.7,2231.55,104.16,1504.51,3069.29,0.38,1690.5,1174.36
1606.57,956.57,2210.14,99.85,1502.05,3069.29,0.39,1603.12,1192.9
1556.19,878.43,2188.73,95.54,1499.59,3069.29,0.4,1515.75,1223.64
1505.81,800.3,2167.31,91.24,1497.13,3069.29,0.37,1428.37,1131.48
1398.44,809.48,1981.81,65.61,1441.86,3069.29,0.36,1350.33,1117.3
1333.52,764.86,1896.67,64.58,1437.64,3069.29,0.36,1281.61,1111.61
1268.6,720.24,1811.53,63.54,1433.44,3069.29,0.34,1212.89,1036.08
1203.67,675.62,1726.39,62.5,1429.23,3069.29,0.32,1144.17,993.19
1152.41,643.98,1655.79,61.82,1422.96,3069.29,0.29,1083.36,893.44
1114.8,625.32,1599.71,61.5,1414.61,3069.29,0.26,1030.47,806.63
1077.17,606.66,1543.63,61.17,1406.29,3069.29,0.24,977.58,749.61
1039.56,588.0,1487.55,60.85,1397.94,3069.29,0.24,924.69,724.44
1012.69,569.77,1452.5,60.88,1387.31,3069.29,0.23,895.74,697.28
996.56,551.96,1438.46,61.27,1374.37,3069.29,0.25,890.75,775.22
980.44,534.14,1424.43,61.65,1361.42,3069.29,0.26,885.75,810.16
964.31,516.34,1410.39,62.04,1348.47,3069.29,0.29,880.76,877.45
957.55,506.55,1406.9,62.81,1334.12,3069.29,0.26,881.19,791.8
960.18,504.78,1413.92,63.94,1318.36,3069.29,0.25,887.04,759.4
962.81,503.0,1420.97,65.09,1302.6,3069.29,0.25,892.9,761.8
965.44,501.24,1427.99,66.22,1286.84,3069.29,0.26,898.76,808.68
969.66,502.23,1435.38,68.15,1270.85,3069.29,0.27,810.27,814.49
975.49,506.0,1443.11,70.88,1254.62,3069.29,0.26,826.55,790.51
981.32,509.78,1450.83,73.59,1238.38,3069.29,0.26,842.84,782.91
987.15,513.55,1458.55,76.31,1222.15,3069.29,0.28,859.13,849.81
1002.38,523.03,1479.57,79.23,1206.69,3069.29,0.28,875.68,859.01
1027.02,538.25,1513.89,82.35,1191.98,3069.29,0.29,892.48,881.66
1051.64,553.46,1548.19,85.48,1177.27,3069.29,0.3,909.29,911.71
1076.27,568.68,1582.5,88.61,1162.56,3069.29,0.3,926.1,905.67
1089.06,572.13,1604.72,91.53,1149.94,3069.29,0.29,930.73,904.61
1090.02,563.85,1614.85,94.24,1139.4,3069.29,0.31,994.51,951.56
1090.98,555.56,1624.99,96.97,1128.86,3069.29,0.31,1058.31,962.42
1091.93,547.27,1635.12,99.68,1118.32,3069.29,0.36,1122.09,1107.6
1095.58,546.3,1643.53,102.03,1111.11,3069.29,0.4,1152.12,1229.05
1101.95,552.62,1650.24,104.03,1107.25,3069.29,0.39,1148.39,1206.74
1108.31,558.95,1656.95,106.02,1103.38,3069.29,0.37,1144.65,1149.17
1114.68,565.27,1663.66,108.02,1099.51,3069.29,0.36,1140.92,1110.24
1115.82,564.72,1666.66,109.14,1099.3,3069.29,0.36,1138.85,1095.04
1111.75,557.34,1665.97,109.44,1102.77,3069.29,0.35,1138.45,1068.08
1107.66,549.98,1665.27,109.73,1106.24,3069.29,0.34,1138.04,1031.87
1103.59,542.59,1664.58,110.02,1109.71,3069.29,0.34,1137.64,1043.82
1111.9,544.69,1679.09,109.65,1115.72,3069.29,0.35,1146.17,1077.14
1132.59,556.27,1708.79,108.59,1124.31,3069.29,0.35,1163.62,1080.47
1153.27,567.85,1738.5,107.54,1132.89,3069.29,0.35,1181.07,1078.68
1173.96,579.43,1768.2,106.48,1141.47,3069.29,0.37,1198.52,1125.31
1197.45,595.38,1799.08,104.95,1151.58,3069.29,0.39,1214.25,1206.47
1223.68,615.71,1831.15,102.91,1163.24,3069.29,0.4,1228.24,1239.26
1249.91,636.05,1863.21,100.88,1174.88,3069.29,0.44,1242.23,1349.47
1276.15,656.37,1895.28,98.84,1186.54,3069.29,0.46,1256.23,1406.51
1297.03,672.19,1921.06,96.6,1198.95,3069.29,0.47,1232.66,1431.25
1312.56,683.49,1940.57,94.15,1212.15,3069.29,0.48,1258.05,1482.87
1328.09,694.78,1960.07,91.69,1225.34,3069.29,0.49,1283.44,1495.44
1343.62,706.08,1979.58,89.24,1238.53,3069.29,0.47,1308.83,1438.43
1361.61,730.39,1991.04,86.67,1251.55,3069.29,0.49,1327.43,1492.77
1382.05,767.73,1994.45,83.98,1264.4,3069.29,0.47,1339.25,1450.2
1402.5,805.04,1997.88,81.29,1277.26,3069.29,0.52,1351.05,1598.8
1422.94,842.38,2001.3,78.59,1290.11,3069.29,0.51,1362.86,1560.83
1441.57,873.27,2007.26,76.01,1301.92,3069.29,0.51,1398.32,1580.07
1458.39,897.72,2015.76,73.53,1312.7,3069.29,0.51,1457.44,1570.37
1475.19,922.18,2024.26,71.05,1323.47,3069.29,0.52,1516.56,1591.71
1492.01,946.64,2032.76,68.56,1334.25,3069.29,0.49,1575.68,1499.53
1522.04,986.05,2052.83,66.41,1343.25,3069.29,0.46,1619.79,1404.33
1565.31,1040.4,2084.47,64.61,1350.46,3069.29,0.49,1648.91,1507.73
1608.58,1094.76,2116.09,62.8,1357.68,3069.29,0.52,1678.01,1606.06
1651.85,1149.12,2147.73,61.0,1364.89,3069.29,0.53,1707.12,1625.32
1679.59,1185.2,2166.92,59.57,1370.26,3069.29,0.57,1730.75,1746.0
1691.81,1203.03,2173.69,58.54,1373.78,3069.29,0.58,1748.88,1790.19
1704.07,1220.86,2180.45,57.51,1377.3,3069.29,0.61,1767.02,1877.19
1716.29,1238.68,2187.21,56.48,1380.83,3069.29,0.64,1785.15,1957.79
1724.11,1253.08,2188.54,55.75,1383.05,3069.29,0.64,1793.36,1949.2
1727.51,1264.05,2184.46,55.33,1383.98,3069.29,0.66,1803.15,2014.33
1730.9,1275.03,2180.38,54.93,1384.88,3069.29,0.65,1812.94,1997.1
1734.3,1286.01,2176.3,54.51,1385.81,3069.29,0.65,1822.73,1984.83
1733.61,1293.71,2166.98,54.32,1385.79,3069.29,0.65,1832.03,1984.09
1728.82,1298.18,2152.46,54.36,1384.83,3069.29,0.65,1840.8,1981.43
1724.04,1302.64,2137.95,54.39,1383.89,3069.29,0.67,1849.59,2063.71
