DayAheadForecast,DayAheadConfidence10,DayAheadConfidence90,WeekAheadConfidence10,WeekAheadConfidence90,MonitoredCapacity,LoadFactor,MostRecentForecast,Realtime
1719.26,1307.11,2123.43,54.43,1382.93,3069.29,0.66,1858.36,2028.75
1704.43,1298.42,2102.09,54.56,1381.42,3069.29,0.67,1860.51,2063.33
1679.56,1276.59,2073.93,54.82,1379.34,3069.29,0.64,1855.99,1974.31
1654.68,1254.76,2045.78,55.06,1377.26,3069.29,0.66,1851.47,2034.58
1629.81,1232.94,2017.62,55.31,1375.18,3069.29,0.66,1846.95,2010.99
1604.06,1205.26,1993.16,55.43,1373.08,3069.29,0.65,1837.48,1981.85
1577.45,1171.76,1972.39,55.44,1370.95,3069.29,0.65,1823.06,2004.61
1550.85,1138.25,1951.63,55.44,1368.82,3069.29,0.65,1808.64,1999.56
1524.24,1104.74,1930.87,55.45,1366.69,3069.29,0.65,1794.22,2007.13
1491.39,1052.19,1915.21,55.42,1365.02,3069.29,0.65,1780.54,1996.56
1452.33,980.59,1904.66,55.35,1363.85,3069.29,0.63,1767.59,1941.27
1413.28,908.99,1894.11,55.29,1362.68,3069.29,0.64,1754.64,1950.16
1374.23,837.39,1883.57,55.23,1361.5,3069.29,0.62,1741.69,1892.38
1349.53,793.18,1878.53,55.1,1360.77,3069.29,0.6,1856.68,1837.5
1339.18,776.36,1879.04,54.89,1360.5,3069.29,0.6,1790.14,1828.91
1328.83,759.54,1879.54,54.68,1360.24,3069.29,0.59,1723.62,1798.48
1318.48,742.72,1880.04,54.48,1359.97,3069.29,0.6,1657.08,1829.48
1306.4,731.93,1869.71,54.33,1360.08,3069.29,0.59,1603.82,1800.08
1292.59,727.17,1848.54,54.21,1360.54,3069.29,0.57,1563.87,1744.02
1278.78,722.42,1827.39,54.1,1361.01,3069.29,0.55,1523.89,1673.78
1264.97,717.65,1806.22,53.98,1361.47,3069.29,0.48,1483.93,1461.87
1249.8,705.77,1788.83,54.01,1362.3,3069.29,0.43,1445.73,1310.37
1233.28,686.71,1775.21,54.17,1363.49,3069.29,0.42,1409.3,1280.04
1216.75,667.67,1761.59,54.35,1364.68,3069.29,0.39,1372.86,1207.39
1200.23,648.62,1747.97,54.51,1365.87,3069.29,0.39,1336.44,1199.42
1193.8,608.98,1778.56,169.23,1382.18,3069.29,0.45,1300.2,1382.53
1168.85,607.24,1730.23,160.79,1371.95,3069.29,0.53,1264.16,1618.0
1143.86,605.5,1681.9,152.37,1361.71,3069.29,0.52,1228.1,1582.31
1118.91,603.75,1633.56,143.93,1351.48,3069.29,0.48,1192.06,1475.33
1093.74,599.86,1587.07,136.0,1341.42,3069.29,0.47,1153.79,1450.0
1068.4,593.82,1542.43,128.54,1331.55,3069.29,0.48,1113.31,1462.92
1043.07,587.78,1497.8,121.06,1321.69,3069.29,0.43,1072.83,1329.96
1017.74,581.75,1453.16,113.6,1311.82,3069.29,0.41,1032.34,1254.25
1003.22,576.73,1429.19,107.27,1302.18,3069.29,0.36,1000.8,1111.92
999.54,572.73,1425.9,102.07,1292.77,3069.29,0.34,978.2,1043.97
995.86,568.73,1422.59,96.87,1283.34,3069.29,0.33,955.61,1011.36
992.17,564.73,1419.3,91.68,1273.93,3069.29,0.3,933.01,921.55
974.2,549.49,1398.66,87.61,1265.14,3069.29,0.27,911.39,835.64
941.95,523.05,1360.67,84.64,1256.98,3069.29,0.26,890.72,791.83
909.71,496.62,1322.69,81.68,1248.83,3069.29,0.26,870.05,800.87
877.46,470.17,1284.7,78.72,1240.67,3069.29,0.27,849.39,817.49
858.14,452.07,1264.21,76.26,1233.54,3069.29,0.24,766.01,745.47
851.77,442.3,1261.23,74.32,1227.42,3069.29,0.24,745.44,725.62
845.41,432.54,1258.26,72.38,1221.29,3069.29,0.23,724.87,706.46
839.04,422.77,1255.28,70.44,1215.17,3069.29,0.24,704.3,725.64
821.7,406.59,1236.82,68.9,1210.47,3069.29,0.23,683.44,692.51
793.39,383.96,1202.86,67.78,1207.18,3069.29,0.22,662.27,665.27
765.08,361.35,1168.9,66.64,1203.88,3069.29,0.21,641.09,658.53
736.77,338.72,1134.94,65.53,1200.59,3069.29,0.21,619.93,639.31
709.6,320.07,1099.32,64.62,1199.19,3069.29,0.21,592.97,633.38
683.56,305.39,1062.0,63.96,1199.67,3069.29,0.21,576.15,633.9
657.52,290.7,1024.69,63.3,1200.14,3069.29,0.19,559.34,595.59
631.48,276.01,987.38,62.65,1200.61,3069.29,0.19,542.52,585.71
607.51,264.7,950.83,62.2,1203.41,3069.29,0.18,520.22,544.09
585.59,256.77,915.03,61.96,1208.52,3069.29,0.18,492.41,539.55
563.67,248.82,879.24,61.72,1213.64,3069.29,0.16,464.6,502.66
541.75,240.9,843.45,61.49,1218.75,3069.29,0.16,436.79,496.77
520.67,232.46,809.73,61.02,1226.38,3069.29,0.16,413.35,475.82
500.39,223.57,778.08,60.36,1236.53,3069.29,0.15,394.3,446.0
480.12,214.68,746.44,59.68,1246.68,3069.29,0.14,375.26,433.34
459.84,205.78,714.79,59.02,1256.83,3069.29,0.15,356.21,446.23
446.33,201.04,692.48,58.32,1268.78,3069.29,0.15,344.0,457.14
439.58,200.45,679.49,57.62,1282.54,3069.29,0.13,338.62,410.12
432.83,199.85,666.49,56.92,1296.3,3069.29,0.13,333.24,386.23
426.07,199.26,653.5,56.22,1310.06,3069.29,0.12,327.86,368.37
421.0,198.59,643.94,55.85,1324.55,3069.29,0.12,323.41,378.04
417.61,197.85,637.84,55.82,1339.76,3069.29,0.12,319.9,383.03
414.23,197.1,631.75,55.78,1354.98,3069.29,0.13,316.38,397.0
410.85,196.37,625.65,55.74,1370.19,3069.29,0.13,312.87,397.25
405.07,192.04,618.42,56.48,1385.18,3069.29,0.12,350.9,371.86
396.91,184.09,610.08,58.01,1399.91,3069.29,0.12,343.1,367.87
388.76,176.17,601.74,59.54,1414.65,3069.29,0.12,335.29,375.6
380.59,168.22,593.4,61.07,1429.38,3069.29,0.12,327.5,358.01
369.54,157.47,582.08,63.02,1442.82,3069.29,0.12,319.85,360.73
355.57,143.88,567.78,65.39,1454.97,3069.29,0.12,312.36,363.68
341.62,130.27,553.48,67.74,1467.13,3069.29,0.12,304.88,362.79
327.65,116.69,539.18,70.1,1479.28,3069.29,0.12,297.4,369.75
316.27,107.06,526.06,72.61,1489.17,3069.29,0.11,290.42,341.79
307.46,101.42,514.11,75.25,1496.8,3069.29,0.11,283.97,329.06
298.65,95.76,502.18,77.89,1504.42,3069.29,0.1,277.52,308.64
289.84,90.11,490.23,80.54,1512.06,3069.29,0.1,271.07,296.42
279.38,84.04,475.46,83.27,1516.76,3069.29,0.1,263.23,299.45
267.27,77.57,457.85,86.09,1518.51,3069.29,0.08,254.0,255.76
255.16,71.1,440.24,88.92,1520.28,3069.29,0.08,244.77,241.74
243.04,64.63,422.64,91.74,1522.04,3069.29,0.08,235.53,233.98
231.95,59.88,405.41,94.44,1521.54,3069.29,0.07,225.15,222.97
221.89,56.84,388.56,97.0,1518.75,3069.29,0.08,213.58,234.46
211.84,53.79,371.7,99.55,1515.99,3069.29,0.07,202.02,221.48
201.77,50.75,354.86,102.11,1513.21,3069.29,0.07,190.46,212.15
192.95,48.15,340.28,104.38,1509.15,3069.29,0.07,180.62,210.63
185.37,45.97,327.94,106.32,1503.78,3069.29,0.06,169.82,179.69
177.77,43.78,315.61,108.26,1498.42,3069.29,0.06,159.02,169.72
170.19,41.6,303.27,110.21,1493.05,3069.29,0.05,148.22,158.69
163.34,39.81,292.1,111.73,1487.36,3069.29,0.05,139.34,157.55
157.23,38.4,282.09,112.79,1481.35,3069.29,0.05,132.4,143.96
151.13,36.99,272.07,113.87,1475.32,3069.29,0.05,125.45,167.51
145.03,35.57,262.06,114.94,1469.3,3069.29,0.05,118.51,145.78
138.95,34.07,252.54,115.54,1463.83,3069.29,0.05,113.52,149.65
132.91,32.45,243.54,115.67,1458.9,3069.29,0.05,110.49,144.39
126.85,30.82,234.54,115.81,1453.98,3069.29,0.05,107.47,151.01
120.8,29.21,225.54,115.94,1449.05,3069.29,0.04,104.44,136.78
116.34,27.8,219.25,115.66,1445.6,3069.29,0.05,102.35,141.02
113.43,26.61,215.69,114.98,1443.63,3069.29,0.04,101.17,135.17
110.52,25.42,212.13,114.29,1441.66,3069.29,0.04,99.98,124.64
107.61,24.23,208.57,113.61,1439.69,3069.29,0.04,98.8,111.49
105.71,23.25,206.59,112.49,1439.87,3069.29,0.04,99.42,112.15
104.81,22.46,206.2,110.93,1442.24,3069.29,0.03,101.83,87.35
103.91,21.68,205.82,109.38,1444.6,3069.29,0.03,104.23,77.25
103.01,20.89,205.43,107.82,1446.97,3069.29,0.02,106.64,72.9
103.96,20.64,207.79,105.88,1450.99,3069.29,0.02,112.95,67.78
106.77,20.94,212.88,103.53,1456.7,3069.29,0.02,115.59,71.68
109.57,21.23,217.96,101.18,1462.42,3069.29,0.03,118.24,86.22
112.38,21.53,223.05,98.83,1468.13,3069.29,0.03,120.87,85.38
117.83,21.94,232.66,96.21,1474.75,3069.29,0.03,123.88,78.53
125.95,22.48,246.79,93.29,1482.26,3069.29,0.03,127.24,84.63
134.08,23.02,260.92,90.37,1489.77,3069.29,0.03,130.6,94.3
142.2,23.55,275.05,87.46,1497.28,3069.29,0.03,133.96,101.45
151.11,24.55,290.72,84.38,1504.91,3069.29,0.04,139.7,117.5
160.79,26.0,307.93,81.17,1512.64,3069.29,0.05,147.83,140.36
170.47,27.44,325.14,77.98,1520.37,3069.29,0.05,155.97,144.16
180.15,28.89,342.35,74.77,1528.1,3069.29,0.05,164.1,143.86
185.76,21.6,362.01,117.12,1662.86,3069.29,0.05,175.68,152.75
197.36,23.59,381.3,118.09,1668.01,3069.29,0.05,190.72,163.19
208.94,25.6,400.57,119.06,1673.17,3069.29,0.06,205.75,179.11
220.54,27.6,419.86,120.03,1678.32,3069.29,0.06,220.79,178.98
239.05,35.19,448.01,121.25,1682.11,3069.29,0.06,242.44,185.32
264.49,48.39,485.04,122.73,1684.54,3069.29,0.06,270.68,192.31
289.92,61.6,522.06,124.22,1686.96,3069.29,0.06,298.93,194.5
315.36,74.79,559.09,125.7,1689.39,3069.29,0.06,327.17,199.37
338.54,85.15,595.03,127.43,1689.37,3069.29,0.06,357.56,196.87
359.46,92.69,629.9,129.41,1686.91,3069.29,0.07,390.08,200.36
380.38,100.22,664.78,131.38,1684.45,3069.29,0.07,422.62,207.38
401.3,107.76,699.64,133.36,1681.99,3069.29,0.07,455.14,209.05
423.21,113.82,737.45,135.39,1677.86,3069.29,0.07,488.31,216.53
446.08,118.42,778.24,137.47,1672.09,3069.29,0.08,522.11,247.27
468.97,123.03,819.03,139.54,1666.32,3069.29,0.1,555.91,316.94
491.85,127.63,859.81,141.62,1660.55,3069.29,0.12,589.71,368.45
521.17,138.41,907.16,143.53,1653.89,3069.29,0.14,426.56,432.53
556.9,155.37,961.05,145.28,1646.37,3069.29,0.17,464.46,536.52
592.64,172.31,1014.93,147.03,1638.84,3069.29,0.2,502.35,621.07
628.38,189.27,1068.82,148.78,1631.32,3069.29,0.21,540.26,654.78
662.81,208.51,1118.14,150.24,1623.86,3069.29,0.22,586.45,673.47
695.94,230.05,1162.87,151.41,1616.49,3069.29,0.23,640.92,717.45
729.08,251.58,1207.6,152.6,1609.1,3069.29,0.26,695.41,784.24
762.22,273.12,1252.33,153.77,1601.74,3069.29,0.3,749.88,934.49
791.51,290.5,1293.6,154.45,1595.27,3069.29,0.34,950.97,1036.4
816.98,303.74,1331.42,154.65,1589.69,3069.29,0.36,984.46,1111.81
842.46,316.98,1369.23,154.86,1584.11,3069.29,0.39,1017.95,1199.69
867.92,330.22,1407.05,155.06,1578.53,3069.29,0.42,1051.44,1284.95
893.04,345.07,1442.49,154.56,1574.65,3069.29,0.45,1073.25,1369.9
917.82,361.53,1475.55,153.38,1572.46,3069.29,0.47,1083.37,1452.46
942.62,377.97,1508.62,152.22,1570.28,3069.29,0.48,1093.5,1477.91
967.4,394.43,1541.69,151.04,1568.1,3069.29,0.49,1103.62,1510.45
980.46,401.13,1561.12,149.09,1568.16,3069.29,0.49,1099.69,1504.9
981.78,398.09,1566.9,146.38,1570.46,3069.29,0.49,1081.69,1503.22
983.09,395.04,1572.69,143.66,1572.74,3069.29,0.48,1063.67,1468.15
984.41,392.0,1578.48,140.95,1575.04,3069.29,0.47,1045.67,1433.92
977.99,384.98,1572.72,137.67,1579.0,3069.29,0.44,1027.15,1338.25
963.81,373.98,1555.4,133.82,1584.62,3069.29,0.41,1008.12,1245.11
949.65,362.98,1538.1,129.97,1590.24,3069.29,0.38,989.08,1153.0
935.47,351.99,1520.79,126.12,1595.86,3069.29,0.37,970.04,1150.78
926.14,348.53,1505.48,122.29,1602.4,3069.29,0.37,956.55,1126.17
921.62,352.61,1492.2,118.47,1609.86,3069.29,0.36,948.59,1102.88
917.1,356.7,1478.91,114.65,1617.31,3069.29,0.35,940.63,1068.71
912.58,360.79,1465.62,110.84,1624.76,3069.29,0.35,932.68,1059.63
905.86,363.31,1449.58,107.71,1632.41,3069.29,0.32,991.74,993.85
896.93,364.27,1430.77,105.3,1640.29,3069.29,0.3,961.61,935.55
888.01,365.23,1411.96,102.88,1648.15,3069.29,0.29,931.47,890.36
879.08,366.19,1393.15,100.47,1656.03,3069.29,0.27,901.34,842.66
863.36,361.22,1366.67,98.38,1663.39,3069.29,0.26,867.99,802.69
840.87,350.3,1332.53,96.63,1670.24,3069.29,0.24,831.43,737.38
818.36,339.39,1298.38,94.88,1677.07,3069.29,0.22,794.87,685.26
795.87,328.48,1264.24,93.13,1683.92,3069.29,0.22,758.3,675.85
773.41,316.66,1231.11,91.64,1689.49,3069.29,0.22,724.84,661.66
751.0,303.95,1199.0,90.42,1693.75,3069.29,0.21,694.48,653.51
728.6,291.23,1166.89,89.2,1698.04,3069.29,0.2,664.12,624.08
706.2,278.52,1134.78,87.98,1702.3,3069.29,0.19,633.75,590.15
687.49,264.32,1111.56,87.58,1704.73,3069.29,0.18,602.02,562.73
672.48,248.64,1097.24,87.99,1705.31,3069.29,0.17,568.91,532.12
657.47,232.97,1082.91,88.41,1705.89,3069.29,0.18,535.78,545.71
642.46,217.29,1068.58,88.82,1706.47,3069.29,0.15,502.68,456.49
630.59,203.28,1058.84,90.29,1705.33,3069.29,0.13,472.23,384.01
621.85,190.95,1053.68,92.83,1702.49,3069.29,0.11,444.45,341.7
613.09,178.6,1048.52,95.37,1699.64,3069.29,0.1,416.7,303.17
604.35,166.27,1043.36,97.91,1696.8,3069.29,0.1,388.92,297.68
591.37,152.47,1031.47,101.08,1692.6,3069.29,0.08,303.75,259.15
574.16,137.19,1012.83,104.88,1687.07,3069.29,0.08,289.37,235.2
556.96,121.92,994.19,108.68,1681.55,3069.29,0.08,274.97,259.57
539.75,106.65,975.55,112.48,1676.02,3069.29,0.09,260.59,263.31
523.61,94.31,957.2,116.4,1669.47,3069.29,0.08,250.35,250.24
508.55,84.9,939.15,120.45,1661.9,3069.29,0.07,244.27,227.16
493.51,75.49,921.07,124.5,1654.34,3069.29,0.07,238.18,211.82
478.45,66.08,903.02,128.55,1646.77,3069.29,0.06,232.09,197.17
458.85,59.59,876.33,131.97,1638.43,3069.29,0.06,222.03,180.46
434.68,56.0,841.02,134.77,1629.3,3069.29,0.06,207.99,184.79
410.51,52.43,805.72,137.56,1620.17,3069.29,0.05,193.94,153.13
386.34,48.84,770.41,140.36,1611.05,3069.29,0.05,179.9,157.89
367.35,46.43,740.2,141.78,1601.46,3069.29,0.06,172.94,170.09
353.51,45.19,715.08,141.84,1591.41,3069.29,0.05,173.05,154.19
339.66,43.95,689.97,141.9,1581.37,3069.29,0.05,173.18,142.59
325.83,42.71,664.85,141.96,1571.32,3069.29,0.04,173.3,135.06
318.54,43.97,646.22,140.42,1561.07,3069.29,0.04,173.11,135.49
317.78,47.75,634.07,137.28,1550.63,3069.29,0.04,172.62,123.69
317.01,51.53,621.92,134.13,1540.17,3069.29,0.04,172.12,108.15
316.25,55.31,609.78,130.99,1529.73,3069.29,0.05,171.63,138.46
320.82,61.72,608.88,126.98,1519.16,3069.29,0.05,164.52,144.96
330.74,70.78,619.25,122.11,1508.49,3069.29,0.04,173.03,128.42
340.65,79.84,629.62,117.24,1497.81,3069.29,0.04,181.54,135.95
350.57,88.9,639.98,112.37,1487.14,3069.29,0.05,190.05,138.5
360.94,98.76,646.04,107.05,1476.55,3069.29,0.05,199.65,154.12
371.78,109.41,647.8,101.29,1466.05,3069.29,0.05,210.34,158.09
382.61,120.06,649.54,95.53,1455.56,3069.29,0.06,221.03,179.23
393.46,130.71,651.3,89.78,1445.06,3069.29,0.07,231.72,219.41
401.49,140.99,650.61,85.53,1434.82,3069.29,0.08,237.8,249.81
406.7,150.94,647.48,82.81,1424.85,3069.29,0.09,239.27,277.03
411.91,160.88,644.35,80.07,1414.87,3069.29,0.09,240.76,261.07
417.12,170.83,641.22,77.35,1404.89,3069.29,0.08,242.24,242.65
336.47,125.73,553.3,121.18,1310.5,3069.29,0.09,243.83,264.29
335.93,126.0,551.62,118.15,1310.23,3069.29,0.09,245.55,287.01
335.41,126.27,549.94,115.11,1309.93,3069.29,0.1,247.28,319.1
334.87,126.54,548.25,112.07,1309.65,3069.29,0.11,249.0,349.11
334.06,124.95,548.06,109.52,1309.23,3069.29,0.13,250.49,398.83
332.98,121.47,549.37,107.43,1308.66,3069.29,0.13,251.74,412.62
331.87,117.99,550.67,105.34,1308.11,3069.29,0.14,253.01,424.25
330.79,114.51,551.98,103.25,1307.54,3069.29,0.11,254.26,347.21
330.73,113.51,552.78,101.45,1306.66,3069.29,0.1,251.75,303.61
331.69,115.0,553.08,99.95,1305.45,3069.29,0.1,245.46,307.0
332.64,116.48,553.38,98.43,1304.24,3069.29,0.09,239.18,291.1
333.6,117.96,553.68,96.94,1303.03,3069.29,0.08,232.89,246.84
334.46,120.08,552.88,95.41,1301.62,3069.29,0.06,228.93,195.46
335.19,122.84,550.99,93.86,1300.01,3069.29,0.05,227.3,158.98
335.92,125.6,549.11,92.31,1298.42,3069.29,0.04,225.66,133.54
336.65,128.36,547.22,90.76,1296.81,3069.29,0.05,224.04,156.79
342.66,133.21,553.95,89.1,1295.29,3069.29,0.03,219.17,81.21
353.93,140.14,569.32,87.34,1293.84,3069.29,0.03,229.35,103.37
365.21,147.07,584.67,85.57,1292.39,3069.29,0.06,239.55,189.67
376.48,154.01,600.03,83.81,1290.95,3069.29,0.06,249.73,192.75
386.32,158.84,614.77,82.05,1289.74,3069.29,0.05,255.48,148.71
394.73,161.57,628.9,80.27,1288.76,3069.29,0.06,256.77,188.46
403.12,164.28,643.02,78.48,1287.79,3069.29,0.06,258.06,184.38
411.53,167.01,657.14,76.71,1286.82,3069.29,0.07,259.34,223.77
433.62,175.22,693.15,75.02,1286.4,3069.29,0.09,260.59,287.98
469.37,188.93,751.04,73.41,1286.54,3069.29,0.08,276.05,254.62
505.12,202.63,808.94,71.81,1286.67,3069.29,0.08,291.51,234.8
540.88,216.34,866.84,70.2,1286.81,3069.29,0.07,306.97,228.27
581.95,235.05,930.23,68.69,1287.85,3069.29,0.07,331.9,217.78
628.36,258.75,999.12,67.22,1289.79,3069.29,0.1,366.27,293.2
674.75,282.44,1068.01,65.75,1291.74,3069.29,0.13,400.64,398.83
721.16,306.14,1136.9,64.29,1293.68,3069.29,0.14,435.02,443.83
753.5,317.43,1190.21,63.16,1296.66,3069.29,0.14,467.19,415.72
771.77,316.31,1227.9,62.33,1300.67,3069.29,0.14,497.16,427.51
790.05,315.2,1265.6,61.51,1304.69,3069.29,0.15,527.11,470.11
808.32,314.09,1303.29,60.67,1308.7,3069.29,0.16,557.08,495.86
825.56,320.17,1331.66,60.05,1313.44,3069.29,0.17,593.55,512.46
841.77,333.45,1350.69,59.66,1318.88,3069.29,0.19,636.51,572.6
857.98,346.72,1369.72,59.28,1324.34,3069.29,0.19,679.49,591.03
874.18,360.0,1388.74,58.89,1329.78,3069.29,0.18,722.46,541.93
888.73,371.46,1406.31,58.7,1335.53,3069.29,0.17,761.89,519.98
901.63,381.11,1422.39,58.71,1341.55,3069.29,0.17,797.77,520.56
914.53,390.75,1438.49,58.72,1347.57,3069.29,0.17,833.66,534.52
927.43,400.4,1454.57,58.73,1353.59,3069.29,0.17,869.55,534.17
939.35,407.27,1471.52,58.83,1359.41,3069.29,0.16,721.35,479.66
950.29,411.35,1489.3,59.03,1365.03,3069.29,0.16,727.95,487.36
961.23,415.44,1507.09,59.23,1370.65,3069.29,0.16,734.55,500.35
972.17,419.52,1524.87,59.44,1376.27,3069.29,0.15,741.14,470.29
983.77,426.22,1541.36,59.71,1381.27,3069.29,0.15,746.3,464.57
996.04,435.53,1556.58,60.05,1385.66,3069.29,0.15,750.01,453.81
1008.3,444.86,1571.79,60.4,1390.05,3069.29,0.15,753.71,446.89
1020.57,454.17,1587.0,60.74,1394.44,3069.29,0.15,757.43,447.22
1029.93,463.69,1596.19,61.13,1397.85,3069.29,0.18,760.13,564.31
1036.38,473.43,1599.38,61.56,1400.29,3069.29,0.16,761.82,501.36
1042.82,483.16,1602.56,62.0,1402.73,3069.29,0.17,763.51,531.18
1049.28,492.89,1605.76,62.43,1405.16,3069.29,0.2,765.19,606.2
1049.94,501.91,1598.07,62.9,1406.29,3069.29,0.18,767.04,552.71
1044.83,510.23,1579.5,63.4,1406.14,3069.29,0.18,769.05,565.88
1039.7,518.55,1560.93,63.92,1405.99,3069.29,0.16,771.06,496.62
1034.6,526.86,1542.35,64.43,1405.83,3069.29,0.16,773.07,486.46
1022.88,526.77,1519.02,64.96,1404.58,3069.29,0.16,779.28,478.39
1004.58,518.26,1490.94,65.51,1402.24,3069.29,0.14,789.7,428.49
986.3,509.76,1462.85,66.07,1399.87,3069.29,0.16,800.1,496.45
968.0,501.24,1434.77,66.63,1397.53,3069.29,0.19,810.52,591.09
955.19,496.6,1413.69,67.24,1394.39,3069.29,0.16,545.88,502.6
947.88,495.82,1399.61,67.93,1390.49,3069.29,0.15,572.7,453.63
940.56,495.04,1385.53,68.62,1386.6,3069.29,0.15,599.52,473.71
933.24,494.26,1371.45,69.32,1382.7,3069.29,0.16,626.34,497.31
927.91,491.43,1361.78,70.04,1378.35,3069.29,0.15,650.18,455.65
924.52,486.55,1356.53,70.8,1373.56,3069.29,0.14,671.04,436.07
921.16,481.7,1351.27,71.57,1368.76,3069.29,0.17,691.9,523.9
917.78,476.82,1346.02,72.34,1363.96,3069.29,0.18,712.75,550.77
909.95,468.71,1335.2,73.08,1359.04,3069.29,0.18,718.39,559.49
897.69,457.35,1318.82,73.82,1354.0,3069.29,0.19,708.82,598.51
885.43,446.01,1302.44,74.54,1348.95,3069.29,0.23,699.24,697.73
873.17,434.65,1286.06,75.28,1343.92,3069.29,0.21,689.68,653.16
858.5,422.96,1267.3,75.89,1339.08,3069.29,0.2,681.87,624.44
841.44,410.92,1246.15,76.39,1334.45,3069.29,0.2,675.78,601.4
824.39,398.86,1225.0,76.89,1329.81,3069.29,0.17,669.72,535.26
807.33,386.82,1203.86,77.38,1325.18,3069.29,0.15,663.64,467.41
795.9,380.21,1187.27,77.69,1321.02,3069.29,0.16,653.98,502.11
790.07,379.02,1175.26,77.79,1317.32,3069.29,0.17,640.72,525.53
784.25,377.84,1163.24,77.89,1313.63,3069.29,0.18,627.47,566.17
778.43,376.65,1151.22,78.0,1309.94,3069.29,0.18,614.21,539.15
771.29,375.94,1138.76,77.91,1306.59,3069.29,0.19,523.4,573.54
762.81,375.7,1125.86,77.64,1303.57,3069.29,0.22,528.34,679.0
754.34,375.44,1112.95,77.35,1300.55,3069.29,0.23,533.28,720.95
745.87,375.2,1100.05,77.08,1297.53,3069.29,0.22,538.23,672.32
745.04,378.32,1096.35,76.68,1294.67,3069.29,0.21,549.27,640.66
751.87,384.81,1101.84,76.17,1291.98,3069.29,0.2,566.43,617.42
758.72,391.3,1107.34,75.68,1289.29,3069.29,0.2,583.6,614.29
765.55,397.79,1112.83,75.17,1286.6,3069.29,0.22,600.75,667.18
772.23,403.69,1121.17,74.56,1283.92,3069.29,0.2,611.08,617.88
778.74,409.01,1132.37,73.86,1281.26,3069.29,0.19,614.59,585.1
785.24,414.32,1143.55,73.18,1278.61,3069.29,0.18,618.1,550.81
791.75,419.63,1154.74,72.48,1275.95,3069.29,0.19,621.6,595.05
701.09,360.85,1040.65,60.89,1295.71,3069.29,0.21,630.01,640.86
703.38,363.44,1042.83,56.79,1288.24,3069.29,0.22,643.31,680.1
705.67,366.04,1045.02,52.68,1280.76,3069.29,0.24,656.61,732.62
707.96,368.64,1047.2,48.57,1273.3,3069.29,0.25,669.9,782.57
712.87,372.07,1053.04,45.85,1265.51,3069.29,0.26,681.78,788.17
720.38,376.33,1062.52,44.53,1257.4,3069.29,0.24,692.26,737.59
727.87,380.59,1072.01,43.21,1249.3,3069.29,0.21,702.75,651.38
735.38,384.84,1081.5,41.89,1241.19,3069.29,0.2,713.24,603.83
735.64,383.08,1083.78,42.31,1232.76,3069.29,,,
728.66,375.31,1078.85,44.47,1223.98,3069.29,,,
721.68,367.52,1073.93,46.65,1215.21,3069.29,,,
714.69,359.75,1069.0,48.81,1206.43,3069.29,,,
718.09,356.44,1079.73,49.54,1197.43,3069.29,,,
731.86,357.6,1106.11,48.86,1188.24,3069.29,,,
745.62,358.75,1132.49,48.18,1179.04,3069.29,,,
759.39,359.91,1158.87,47.5,1169.85,3069.29,,,
756.83,348.06,1165.6,46.92,1160.84,3069.29,,,
737.92,323.21,1152.68,46.47,1152.02,3069.29,,,
719.03,298.34,1139.74,46.02,1143.2,3069.29,,,
700.12,273.49,1126.81,45.57,1134.38,3069.29,,,
681.88,254.74,1109.09,45.2,1126.15,3069.29,,,
664.3,242.12,1086.58,44.92,1118.52,3069.29,,,
646.7,229.5,1064.08,44.63,1110.91,3069.29,,,
629.12,216.87,1041.57,44.34,1103.28,3069.29,,,
608.93,204.36,1013.78,44.1,1096.68,3069.29,,,
586.13,191.98,980.69,43.93,1091.11,3069.29,,,
563.35,179.58,947.62,43.76,1085.53,3069.29,,,
540.55,167.2,914.53,43.59,1079.95,3069.29,,,
520.95,156.87,885.71,43.48,1075.84,3069.29,,,
504.54,148.6,861.16,43.43,1073.2,3069.29,,,
488.13,140.32,836.61,43.4,1070.57,3069.29,,,
471.72,132.06,812.05,43.35,1067.93,3069.29,,,
457.42,126.49,789.02,43.41,1067.07,3069.29,,,
445.24,123.64,767.5,43.55,1068.01,3069.29,,,
433.07,120.78,745.95,43.7,1068.95,3069.29,,,
420.89,117.92,724.43,43.85,1069.89,3069.29,,,
409.94,116.1,704.43,43.82,1072.33,3069.29,,,
400.22,115.32,685.96,43.6,1076.27,3069.29,,,
390.52,114.55,667.49,43.39,1080.21,3069.29,,,
380.8,113.77,649.03,43.17,1084.15,3069.29,,,
373.89,113.0,636.08,42.92,1089.13,3069.29,,,
369.8,112.22,628.63,42.6,1095.18,3069.29,,,
365.69,111.45,621.2,42.3,1101.22,3069.29,,,
361.6,110.68,613.75,41.99,1107.27,3069.29,,,
358.86,109.15,609.69,41.79,1113.85,3069.29,,,
357.5,106.86,609.0,41.71,1121.0,3069.29,,,
356.14,104.59,608.31,41.62,1128.15,3069.29,,,
354.78,102.29,607.62,41.53,1135.29,3069.29,,,
356.49,103.94,609.26,41.59,1142.45,3069.29,,,
361.29,109.51,613.26,41.81,1149.65,3069.29,,,
366.07,115.09,617.25,42.02,1156.83,3069.29,,,
370.87,120.66,621.25,42.24,1164.03,3069.29,,,
375.83,124.73,627.08,42.57,1170.76,3069.29,,,
380.97,127.29,634.78,43.05,1177.02,3069.29,,,
386.1,129.85,642.48,43.52,1183.27,3069.29,,,
