DayAheadForecast,WeekAheadForecast,MonitoredCapacity,LoadFactor,MostRecentForecast
57.79,232.41,3369.05,2.82,82.8
39.1,170.49,3369.05,1.8,57.12
22.83,97.47,3369.05,1.05,32.06
10.15,36.89,3369.05,0.44,13.79
2.38,5.67,3369.05,0.08,3.12
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.51,0.58,3369.05,0.0,0.6
7.59,8.33,3369.05,0.08,9.75
32.46,34.99,3369.05,1.38,39.06
74.87,82.13,3369.05,2.23,85.22
126.09,138.43,3369.05,3.27,133.49
178.26,194.73,3369.05,4.64,187.04
233.75,262.23,3369.05,6.38,238.08
285.54,329.52,3369.05,8.16,291.17
335.41,386.99,3369.05,9.47,344.02
384.6,446.4,3369.05,11.84,393.8
436.08,504.43,3369.05,14.35,439.71
485.96,558.58,3369.05,17.19,482.69
534.1,607.26,3369.05,22.25,519.52
582.44,650.27,3369.05,24.9,592.23
624.12,687.05,3369.05,27.99,621.8
662.3,715.5,3369.05,31.47,649.31
700.89,735.59,3369.05,33.55,677.11
737.03,748.64,3369.05,35.0,704.56
769.68,754.5,3369.05,34.31,725.78
794.47,753.05,3369.05,33.53,742.63
813.04,744.36,3369.05,31.57,758.53
824.72,728.61,3369.05,30.35,768.06
826.6,705.91,3369.05,29.57,766.34
816.56,673.23,3369.05,29.77,756.33
796.58,634.07,3369.05,27.76,740.15
766.72,588.78,3369.05,23.91,845.11
723.34,537.68,3369.05,22.17,781.95
662.0,480.73,3369.05,19.75,701.84
586.62,422.49,3369.05,16.83,608.92
509.57,363.94,3369.05,13.73,513.51
431.55,304.13,3369.05,10.57,423.54
349.35,233.34,3369.05,8.02,331.93
261.14,172.59,3369.05,5.83,241.75
180.47,116.1,3369.05,3.51,147.44
104.23,63.64,3369.05,1.93,85.63
38.68,23.59,3369.05,0.74,31.88
5.42,3.68,3369.05,0.15,4.97
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.74,0.78,3369.05,0.0,0.79
18.95,16.05,3369.05,0.39,20.6
94.45,72.44,3369.05,2.2,87.62
192.52,164.13,3369.05,3.96,174.71
294.69,255.63,3369.05,5.59,266.56
395.63,355.49,3369.05,7.6,358.31
508.39,459.22,3369.05,10.41,460.74
627.29,568.43,3369.05,13.82,565.79
750.38,675.88,3369.05,17.66,674.51
858.73,779.8,3369.05,21.4,772.16
957.35,874.41,3369.05,25.09,858.26
1047.88,961.72,3369.05,28.45,938.87
1117.23,1038.29,3369.05,31.17,1006.22
1173.8,1101.82,3369.05,33.36,1024.82
1224.66,1152.87,3369.05,35.24,1065.63
1269.11,1191.24,3369.05,37.01,1102.88
1305.2,1219.3,3369.05,38.68,1133.24
1332.34,1237.19,3369.05,39.57,1153.75
1350.04,1244.92,3369.05,40.03,1165.82
1359.09,1242.47,3369.05,40.13,1170.58
1358.77,1229.86,3369.05,39.49,1168.02
1348.35,1207.09,3369.05,38.42,1156.51
1327.21,1174.13,3369.05,36.4,1135.28
1296.68,1130.17,3369.05,34.16,1105.45
1259.2,1072.73,3369.05,31.65,1068.61
1209.37,1003.79,3369.05,28.51,1073.13
1139.99,920.89,3369.05,25.26,1009.37
1045.86,831.51,3369.05,21.76,931.15
942.05,731.31,3369.05,18.24,840.94
824.34,624.93,3369.05,15.12,733.41
689.64,513.63,3369.05,12.29,613.53
555.49,408.69,3369.05,9.84,493.13
419.23,303.75,3369.05,7.55,371.76
294.65,213.46,3369.05,5.45,211.0
171.45,117.11,3369.05,3.46,127.48
62.85,39.03,3369.05,1.54,47.38
6.38,4.9,3369.05,0.33,5.09
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.41,0.28,3369.05,0.0,0.46
14.84,10.28,3369.05,0.12,15.41
83.83,54.93,3369.05,1.39,79.59
179.46,131.36,3369.05,2.97,169.32
281.01,212.41,3369.05,5.08,261.83
381.61,293.12,3369.05,7.63,355.87
496.04,376.29,3369.05,10.59,460.59
611.87,465.69,3369.05,13.83,567.18
730.28,551.52,3369.05,17.52,676.85
836.65,631.97,3369.05,21.43,775.63
928.58,697.96,3369.05,24.91,860.15
1012.29,760.1,3369.05,28.45,937.56
1083.18,817.73,3369.05,31.37,1004.34
1134.45,864.83,3369.05,33.67,1034.51
1177.25,902.36,3369.05,35.17,1074.61
1214.26,932.14,3369.05,36.67,1107.96
1244.94,954.12,3369.05,37.06,1137.47
1267.69,967.96,3369.05,37.12,1159.4
1280.25,973.96,3369.05,36.59,1172.03
1283.06,972.14,3369.05,35.91,1174.3
1276.51,962.5,3369.05,35.22,1166.62
1259.93,944.94,3369.05,33.98,1149.94
1232.58,919.27,3369.05,32.46,1124.56
1196.63,885.67,3369.05,30.51,1091.37
1152.31,844.54,3369.05,28.0,1050.44
1095.32,791.85,3369.05,25.27,960.16
1018.34,730.68,3369.05,22.21,890.45
927.71,668.64,3369.05,18.87,812.59
827.66,595.23,3369.05,15.35,724.31
712.35,511.95,3369.05,12.27,622.56
590.99,422.13,3369.05,9.64,517.37
470.96,336.67,3369.05,7.31,414.07
352.34,255.07,3369.05,5.03,311.8
247.18,174.49,3369.05,3.07,172.44
139.53,92.33,3369.05,1.56,104.58
45.57,28.02,3369.05,0.56,35.38
3.76,2.44,3369.05,0.09,3.45
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.1,0.08,3369.05,0.0,0.14
8.58,7.72,3369.05,0.04,8.85
48.45,43.9,3369.05,0.37,40.26
84.96,106.79,3369.05,0.86,79.63
141.68,178.26,3369.05,1.56,124.7
203.58,238.7,3369.05,2.4,165.7
271.39,308.83,3369.05,3.34,201.78
347.36,393.2,3369.05,4.2,239.74
422.25,477.49,3369.05,5.31,280.14
498.34,555.53,3369.05,6.4,321.67
575.68,628.09,3369.05,7.25,365.54
652.91,693.39,3369.05,8.21,409.86
728.85,752.55,3369.05,9.37,451.2
800.28,806.5,3369.05,10.47,381.21
865.57,851.7,3369.05,11.34,418.84
926.1,887.44,3369.05,12.34,453.6
970.03,912.56,3369.05,12.89,481.86
1008.77,928.34,3369.05,13.47,506.27
1031.21,935.06,3369.05,14.36,522.83
1046.44,932.71,3369.05,14.59,533.33
1047.29,921.28,3369.05,14.78,536.05
1040.09,900.81,3369.05,14.95,533.73
1025.19,870.18,3369.05,14.81,526.4
1002.09,829.46,3369.05,14.28,513.44
971.01,779.67,3369.05,13.51,494.72
923.48,722.78,3369.05,12.31,425.11
861.47,660.25,3369.05,11.15,390.25
791.05,591.27,3369.05,9.73,351.1
708.79,516.43,3369.05,8.08,308.5
613.34,433.01,3369.05,6.72,263.49
512.75,349.39,3369.05,5.42,216.89
407.66,270.42,3369.05,4.19,172.12
306.08,209.23,3369.05,2.9,128.66
213.39,141.1,3369.05,1.82,85.59
118.12,70.6,3369.05,0.88,51.8
35.13,20.03,3369.05,0.27,19.66
2.66,1.52,3369.05,0.03,2.79
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.06,0.03,3369.05,0.0,0.06
10.95,6.99,3369.05,0.03,12.19
81.71,39.89,3369.05,1.08,79.75
191.36,99.48,3369.05,2.49,187.97
317.74,166.06,3369.05,4.47,313.32
443.29,223.78,3369.05,6.91,438.41
584.84,290.19,3369.05,9.87,580.78
721.92,361.8,3369.05,13.14,718.39
852.44,433.58,3369.05,16.69,846.66
968.21,502.33,3369.05,20.44,960.17
1073.03,561.62,3369.05,24.27,1065.14
1161.27,619.76,3369.05,28.02,1152.74
1231.11,673.48,3369.05,31.48,1225.55
1285.25,718.93,3369.05,34.32,1104.96
1331.06,758.65,3369.05,36.69,1167.77
1369.19,790.03,3369.05,38.55,1222.57
1399.87,812.58,3369.05,39.84,1256.81
1421.31,827.06,3369.05,40.55,1282.51
1431.55,833.43,3369.05,40.82,1297.75
1431.15,831.7,3369.05,40.63,1301.6
1420.37,821.86,3369.05,40.05,1295.32
1398.76,803.91,3369.05,38.91,1279.44
1366.27,777.72,3369.05,37.23,1253.9
1326.45,742.48,3369.05,35.02,1221.2
1278.12,699.4,3369.05,32.38,1178.51
1219.93,651.09,3369.05,29.11,1108.44
1144.92,594.49,3369.05,25.59,1044.73
1054.07,536.36,3369.05,21.9,966.16
943.42,473.15,3369.05,17.97,870.12
821.99,402.58,3369.05,14.56,763.78
688.22,328.88,3369.05,11.5,642.98
549.43,262.19,3369.05,8.69,513.23
406.98,198.82,3369.05,5.94,380.15
278.57,138.55,3369.05,3.65,199.64
152.42,69.64,3369.05,1.83,116.51
47.2,20.98,3369.05,0.65,38.0
3.66,1.85,3369.05,0.1,3.24
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
0.0,0.0,3369.05,0.0,0.0
